,workerid,item,slide_number,condition,language,pref1,response1,pref2,response2,pref3,response3,pref4,response4,pref5,response5,pref6,response6,pref7,response7,pref8,response8,pref9,response9,obj1,obj2,obj3,ambiguous,numFeatures,utterancecode
1018,67,1788,15,322132,english,green,0.6,striped,0.35,cloud,0.6,square,0.4,,,,,,,,,,,323,323,123,True,4,332
1019,67,1698,16,121212,english,solid,0.35,polka-dotted,0.6,red,0.4,cloud,0.6,circle,0.35,green,0.6,,,,,,,133,212,212,False,6,22a2a
1020,67,1339,17,122122,english,circle,0.35,solid,0.65,red,0.3,green,0.65,striped,0.3,cloud,0.6,,,,,,,223,212,122,True,6,22b2b
1021,68,2147,3,111112,english,green,1.0,polka-dotted,1.0,cloud,1.0,solid,0.0,circle,1.0,striped,1.0,red,0.0,square,1.0,,,213,122,332,True,8,211
1022,68,1442,4,322111,english,green,0.0,square,0.0,striped,1.0,solid,1.0,red,1.0,polka-dotted,1.0,,,,,,,323,333,312,True,6,321
1023,68,2185,5,121111,english,striped,1.0,circle,1.0,red,1.0,cloud,1.0,green,1.0,solid,1.0,polka-dotted,1.0,blue,1.0,,,211,123,132,True,8,211
1024,68,1262,6,111111,english,cloud,1.0,blue,1.0,polka-dotted,1.0,green,1.0,solid,1.0,red,1.0,square,1.0,circle,1.0,striped,1.0,332,121,213,False,9,111
1025,68,387,7,122132,english,square,0.0,red,0.0,green,1.0,circle,1.0,solid,0.0,,,,,,,,,313,312,212,True,5,322b
1026,68,1990,8,323232,english,striped,0.0,circle,0.0,green,0.0,,,,,,,,,,,,,223,223,223,False,3,333
1027,68,1166,9,212232,english,circle,0.0,polka-dotted,1.0,green,0.0,blue,1.0,striped,0.0,,,,,,,,,223,233,221,True,5,322b
1028,68,885,10,112122,english,solid,1.0,polka-dotted,1.0,striped,1.0,circle,1.0,cloud,0.0,green,0.0,blue,1.0,,,,,113,131,223,True,7,22b1
1029,68,1957,11,323232,english,polka-dotted,0.0,red,0.0,square,0.0,,,,,,,,,,,,,332,332,332,False,3,333
1030,68,1787,12,322132,english,square,1.0,circle,0.0,blue,0.0,striped,0.0,,,,,,,,,,,221,221,321,True,4,332
1031,68,1264,13,111111,english,cloud,1.0,solid,1.0,square,1.0,green,1.0,striped,1.0,blue,1.0,circle,1.0,polka-dotted,1.0,red,1.0,133,312,221,False,9,111
1032,68,1656,14,121212,english,solid,0.0,blue,0.0,cloud,0.0,red,1.0,polka-dotted,1.0,circle,1.0,,,,,,,232,111,111,False,6,22a2a
1033,68,568,15,213212,english,solid,0.0,striped,1.0,blue,0.0,red,1.0,square,0.0,,,,,,,,,312,311,321,True,5,322b
1034,68,1858,16,123212,english,striped,0.0,green,1.0,cloud,0.0,blue,0.0,square,1.0,,,,,,,,,323,121,121,True,5,322a
1035,68,1587,17,322121,english,red,0.0,square,1.0,solid,0.0,cloud,0.0,green,1.0,,,,,,,,,112,112,313,True,5,322a
1036,69,2148,3,111112,english,blue,1.0,cloud,0.3,circle,0.35,polka-dotted,0.75,square,1.0,green,0.7,red,0.8,solid,0.65,,,213,331,132,True,8,211
1037,69,1696,4,121212,english,red,0.9,solid,0.6,striped,0.8,cloud,0.6,green,0.6,circle,0.35,,,,,,,122,213,213,False,6,22a2a
1038,69,913,5,212121,english,striped,1.0,square,0.9,circle,0.65,blue,0.6,green,0.9,solid,0.5,,,,,,,211,211,323,False,6,22a2a
1039,69,1444,6,322111,english,solid,0.6,blue,0.0,striped,1.0,square,0.85,cloud,0.8,circle,0.8,,,,,,,311,111,221,True,6,321
1040,69,498,7,211111,english,striped,0.6,green,0.9,square,0.85,circle,0.85,red,0.85,polka-dotted,0.85,blue,0.8,cloud,0.8,,,221,323,132,True,8,211
1041,69,2147,8,111112,english,green,0.9,circle,0.9,cloud,0.9,square,0.9,red,0.7,solid,0.7,polka-dotted,0.75,striped,0.7,,,213,122,332,True,8,211
1042,69,905,9,212121,english,square,0.6,polka-dotted,0.95,circle,0.9,solid,0.65,red,0.65,green,0.85,,,,,,,312,312,233,False,6,22a2a
1043,69,968,10,121112,english,solid,0.6,cloud,0.95,square,0.85,polka-dotted,0.9,green,0.6,red,0.85,circle,0.7,,,,,332,213,113,True,7,22a1
1044,69,969,11,121112,english,circle,0.85,cloud,0.9,red,0.95,polka-dotted,0.7,solid,0.75,square,0.85,blue,0.7,,,,,312,131,231,True,7,22a1
1045,69,944,12,212121,english,circle,0.9,striped,0.95,polka-dotted,0.65,red,0.9,blue,0.7,square,0.65,,,,,,,331,331,222,False,6,22a2a
1046,69,490,13,211111,english,cloud,0.9,red,0.85,green,0.9,striped,0.85,polka-dotted,0.9,circle,0.7,solid,0.85,blue,0.85,,,222,233,111,True,8,211
1047,69,1865,14,123212,english,green,0.65,polka-dotted,0.1,circle,0.7,square,0.85,blue,0.9,,,,,,,,,331,233,233,True,5,322a
1048,69,774,15,211212,english,blue,0.6,striped,0.65,cloud,0.9,square,0.5,red,0.8,polka-dotted,0.9,,,,,,,122,321,331,True,6,22a2b
1049,69,1967,16,323232,english,green,0.1,cloud,0.05,solid,0.05,,,,,,,,,,,,,113,113,113,False,3,333
1050,69,588,17,213212,english,solid,0.85,circle,0.55,square,0.7,polka-dotted,0.55,red,0.0,,,,,,,,,332,232,212,True,5,322b
1051,70,2003,3,322122,english,red,0.95,striped,0.95,square,0.8,solid,0.05,blue,0.1,,,,,,,,,322,321,312,True,5,322b
1052,70,276,4,212222,english,red,0.9,striped,0.95,circle,0.95,solid,0.05,green,0.95,cloud,0.9,,,,,,,213,123,212,True,6,22a2b
1053,70,1279,5,111111,english,cloud,0.95,circle,0.9,solid,0.0,red,0.9,square,0.5,green,0.75,blue,0.75,striped,0.8,polka-dotted,0.9,213,132,321,False,9,111
1054,70,1546,6,322112,english,striped,1.0,red,0.95,blue,0.95,polka-dotted,0.9,circle,0.95,,,,,,,,,231,232,222,True,5,322b
1055,70,1980,7,323232,english,cloud,0.95,blue,0.95,solid,0.95,,,,,,,,,,,,,111,111,111,False,3,333
1056,70,345,8,213211,english,square,0.95,red,0.9,blue,1.0,solid,0.15,striped,1.0,green,0.9,,,,,,,322,321,313,True,6,321
1057,70,909,9,212121,english,green,0.9,striped,0.95,red,0.95,square,0.1,cloud,1.0,solid,0.05,,,,,,,323,323,112,False,6,22a2a
1058,70,1938,10,111212,english,circle,0.8,red,0.85,blue,0.8,polka-dotted,0.1,square,0.5,striped,0.5,cloud,0.5,,,,,232,121,321,True,7,22a1
1059,70,400,11,122132,english,square,0.95,striped,0.9,polka-dotted,0.65,red,0.95,green,0.5,,,,,,,,,332,322,323,True,5,322b
1060,70,1960,12,323232,english,circle,1.0,striped,0.95,green,1.0,,,,,,,,,,,,,223,223,223,False,3,333
1061,70,550,13,112132,english,green,0.5,cloud,0.5,blue,0.9,square,0.95,circle,0.9,striped,0.9,,,,,,,121,221,323,True,6,321
1062,70,331,14,213211,english,solid,0.9,red,0.75,green,0.2,circle,0.95,blue,0.5,striped,0.5,,,,,,,211,213,222,True,6,321
1063,70,1104,15,321212,english,green,0.8,striped,0.95,circle,0.7,red,0.25,cloud,0.2,,,,,,,,,122,223,223,True,5,322a
1064,70,1672,16,121212,english,green,0.2,red,0.95,striped,0.2,circle,0.2,cloud,1.0,polka-dotted,0.95,,,,,,,223,132,132,False,6,22a2a
1065,70,981,17,121112,english,circle,0.7,cloud,0.95,blue,0.95,solid,0.95,square,0.15,polka-dotted,0.15,green,0.15,,,,,333,111,211,True,7,22a1
1066,71,2118,3,111112,English,polka-dotted,0.3,striped,0.65,cloud,0.65,green,0.65,solid,0.5,red,0.7,blue,0.5,circle,0.75,,,113,221,232,True,8,211
1067,71,233,4,212132,English,cloud,0.4,solid,0.6,circle,0.5,blue,1.0,striped,0.8,,,,,,,,,221,221,111,True,5,322a
1068,71,2262,5,213232,English,square,1.0,circle,0.25,polka-dotted,0.6,blue,1.0,,,,,,,,,,,331,331,231,True,4,332
1069,71,2212,6,323211,English,polka-dotted,0.75,green,1.0,circle,1.0,striped,1.0,solid,0.4,,,,,,,,,223,213,233,True,5,331
1070,71,219,7,212132,English,circle,0.45,polka-dotted,0.75,green,0.75,solid,0.25,red,0.6,,,,,,,,,233,233,212,True,5,322a
1071,71,1300,8,111111,English,striped,0.8,polka-dotted,0.4,circle,0.6,red,0.5,square,0.3,cloud,0.75,solid,0.35,blue,0.25,green,0.35,132,313,221,False,9,111
1072,71,1270,9,111111,English,solid,0.35,striped,0.6,green,0.4,polka-dotted,0.6,square,0.65,blue,0.45,circle,0.75,red,0.6,cloud,0.35,332,111,223,False,9,111
1073,71,2018,10,322122,English,polka-dotted,0.3,solid,0.95,circle,0.25,blue,1.0,square,1.0,,,,,,,,,331,311,231,True,5,322b
1074,71,2024,11,322122,English,circle,0.65,cloud,0.75,blue,1.0,polka-dotted,0.7,striped,0.45,,,,,,,,,221,231,121,True,5,322b
1075,71,1729,12,212112,English,blue,0.55,polka-dotted,0.4,circle,0.35,square,0.65,green,0.6,solid,0.3,,,,,,,331,333,213,True,6,22a2b
1076,71,2032,13,322122,English,red,0.8,solid,0.3,striped,0.6,square,0.45,blue,0.35,,,,,,,,,312,311,322,True,5,322b
1077,71,916,14,212121,English,solid,0.55,green,0.75,striped,0.35,cloud,0.3,blue,0.3,circle,0.45,,,,,,,123,123,211,False,6,22a2a
1078,71,2102,15,111112,English,cloud,0.45,polka-dotted,0.35,circle,0.35,green,0.45,striped,0.4,red,0.4,square,0.5,blue,0.45,,,223,331,132,True,8,211
1079,71,1294,16,111111,English,polka-dotted,0.4,red,0.3,circle,0.4,square,0.65,striped,0.4,green,0.6,solid,0.35,cloud,0.3,blue,0.65,112,323,231,False,9,111
1080,71,926,17,212121,English,red,0.3,solid,0.7,cloud,0.65,blue,0.4,square,0.4,striped,0.55,,,,,,,112,112,321,False,6,22a2a
1081,72,309,3,213211,English,red,0.75,solid,0.65,polka-dotted,0.75,green,0.75,cloud,0.0,striped,0.65,,,,,,,122,132,113,True,6,321
1082,72,979,4,121112,English,cloud,0.55,square,0.55,polka-dotted,0.55,circle,0.55,blue,0.65,green,0.65,striped,0.55,,,,,131,323,223,True,7,22a1
1083,72,1276,5,111111,English,blue,0.65,cloud,0.55,green,0.65,striped,0.55,polka-dotted,0.55,square,0.55,circle,0.55,solid,0.55,red,0.65,221,113,332,False,9,111
1084,72,2027,6,322122,English,striped,0.5,polka-dotted,0.6,square,0.0,red,0.55,blue,0.55,,,,,,,,,321,322,331,True,5,322b
1085,72,1613,7,211112,English,polka-dotted,0.6,circle,0.5,striped,0.6,red,0.6,blue,0.6,green,0.6,cloud,0.5,,,,,223,232,131,True,7,22b1
1086,72,730,8,212122,English,striped,0.6,cloud,0.55,blue,0.6,green,0.6,solid,0.55,square,0.5,,,,,,,321,323,111,True,6,22a2b
1087,72,1482,9,123211,English,solid,0.7,square,0.55,circle,0.55,cloud,0.55,blue,0.25,striped,0.5,,,,,,,211,321,121,True,6,321
1088,72,1966,10,323232,English,polka-dotted,0.0,cloud,0.45,green,0.45,,,,,,,,,,,,,133,133,133,False,3,333
1089,72,1978,11,323232,English,red,0.5,circle,0.5,solid,0.5,,,,,,,,,,,,,212,212,212,False,3,333
1090,72,2385,12,113232,English,cloud,0.0,red,1.0,blue,1.0,green,1.0,solid,0.0,,,,,,,,,111,112,113,True,5,331
1091,72,76,13,122111,English,cloud,0.5,polka-dotted,0.6,striped,0.6,circle,0.5,red,0.7,green,0.7,blue,0.7,,,,,121,132,233,True,7,22b1
1092,72,1488,14,123211,English,striped,0.65,red,0.0,cloud,0.5,circle,0.5,square,0.5,solid,0.5,,,,,,,222,112,312,True,6,321
1093,72,903,15,212121,English,striped,0.5,red,0.75,square,0.0,solid,0.0,green,0.5,cloud,0.6,,,,,,,323,323,112,False,6,22a2a
1094,72,1990,16,323232,English,striped,0.5,green,0.5,circle,0.5,,,,,,,,,,,,,223,223,223,False,3,333
1095,72,1584,17,322121,English,square,1.0,red,0.55,green,0.55,circle,0.5,solid,0.0,,,,,,,,,212,212,313,True,5,322a
1096,73,954,3,121112,English,green,0.6,red,1.0,striped,1.0,circle,1.0,square,0.95,polka-dotted,0.55,cloud,0.5,,,,,133,322,222,True,7,22a1
1097,73,842,4,112111,English,polka-dotted,0.5,solid,0.5,striped,0.6,red,1.0,square,0.5,green,0.6,cloud,0.6,circle,0.5,,,222,332,113,True,8,211
1098,73,896,5,112122,English,solid,0.5,square,0.75,striped,0.5,red,0.5,cloud,0.6,blue,0.95,polka-dotted,0.5,,,,,331,322,111,True,7,22b1
1099,73,1806,6,122121,English,cloud,0.75,striped,0.5,circle,0.5,solid,0.8,blue,0.95,green,0.55,,,,,,,211,111,123,True,6,22a2b
1100,73,1281,7,111111,English,cloud,0.5,green,0.5,red,0.5,polka-dotted,0.5,striped,0.5,circle,0.5,solid,0.5,square,0.5,blue,0.5,332,223,111,False,9,111
1101,73,472,8,211111,English,circle,0.5,striped,0.5,polka-dotted,0.5,green,0.5,solid,0.5,blue,0.5,cloud,0.75,red,0.5,,,131,113,222,True,8,211
1102,73,1267,9,111111,English,circle,0.5,square,0.5,solid,0.5,striped,0.5,cloud,0.5,blue,0.5,polka-dotted,0.5,green,0.5,red,0.5,133,311,222,False,9,111
1103,73,1257,10,111111,English,circle,0.5,square,0.5,polka-dotted,0.5,striped,0.5,solid,0.5,cloud,0.5,red,0.5,green,0.5,blue,0.5,211,332,123,False,9,111
1104,73,2393,11,113232,English,blue,0.5,solid,0.95,green,0.5,square,0.95,red,0.5,,,,,,,,,312,311,313,True,5,331
1105,73,11,12,122112,English,red,0.5,polka-dotted,0.5,circle,0.75,square,0.5,solid,0.75,blue,0.95,,,,,,,312,211,231,True,6,22a2b
1106,73,828,13,112111,English,solid,0.5,circle,0.5,red,0.5,green,0.95,striped,0.5,polka-dotted,0.5,cloud,0.5,square,0.5,,,233,123,312,True,8,211
1107,73,1663,14,121212,English,polka-dotted,0.5,red,0.95,cloud,0.95,striped,0.95,circle,0.5,blue,0.5,,,,,,,231,122,122,False,6,22a2a
1108,73,198,15,323212,English,striped,0.95,green,0.95,circle,0.8,cloud,0.65,,,,,,,,,,,123,223,223,True,4,332
1109,73,1174,16,212232,English,square,0.95,green,0.8,striped,0.8,red,0.5,solid,0.5,,,,,,,,,323,313,322,True,5,322b
1110,73,933,17,212121,English,solid,0.5,striped,0.8,green,0.95,blue,0.5,cloud,0.8,square,0.5,,,,,,,123,123,311,False,6,22a2a
1111,74,919,3,212121,english,striped,0.95,square,0.95,green,0.9,cloud,0.95,polka-dotted,0.95,red,0.35,,,,,,,333,333,122,False,6,22a2a
1112,74,1185,4,212232,english,blue,0.25,green,0.95,cloud,0.2,solid,0.4,circle,0.9,,,,,,,,,213,211,113,True,5,322b
1113,74,2077,5,321111,english,green,0.0,red,0.05,solid,0.05,polka-dotted,0.25,cloud,0.9,blue,0.1,striped,0.05,,,,,113,121,132,True,7,311
1114,74,1765,6,322132,english,cloud,0.95,red,0.25,blue,0.25,polka-dotted,0.95,,,,,,,,,,,132,132,131,True,4,332
1115,74,2372,7,113232,english,polka-dotted,0.4,square,1.0,blue,1.0,striped,0.4,solid,0.4,,,,,,,,,321,331,311,True,5,331
1116,74,1254,8,111111,english,cloud,0.6,striped,0.65,polka-dotted,0.7,green,0.65,circle,0.7,red,0.7,blue,0.7,solid,0.7,square,0.75,312,131,223,False,9,111
1117,74,274,9,212222,english,circle,0.6,striped,0.6,polka-dotted,0.9,blue,0.6,square,0.9,green,0.95,,,,,,,333,231,323,True,6,22a2b
1118,74,908,10,212121,english,polka-dotted,1.0,green,0.65,red,0.9,solid,0.9,circle,0.7,square,0.95,,,,,,,233,233,312,False,6,22a2a
1119,74,1922,11,111212,english,circle,0.95,polka-dotted,0.95,red,0.25,cloud,0.2,blue,0.95,striped,0.95,solid,0.95,,,,,221,132,112,True,7,22a1
1120,74,2253,12,213232,english,polka-dotted,0.0,green,0.05,square,0.95,circle,0.05,,,,,,,,,,,233,233,333,True,4,332
1121,74,1959,13,323232,english,red,0.25,square,0.2,polka-dotted,0.25,,,,,,,,,,,,,332,332,332,False,3,333
1122,74,768,14,211212,english,polka-dotted,0.9,striped,0.25,square,0.9,cloud,0.15,green,0.95,blue,0.15,,,,,,,331,121,123,True,6,22a2b
1123,74,239,15,212132,english,circle,0.9,blue,0.05,square,0.0,polka-dotted,0.05,red,0.95,,,,,,,,,331,331,232,True,5,322a
1124,74,1303,16,122122,english,polka-dotted,0.95,circle,0.95,striped,0.2,square,0.15,green,0.2,blue,0.95,,,,,,,333,321,223,True,6,22b2b
1125,74,928,17,212121,english,square,0.15,circle,1.0,blue,0.9,striped,0.2,green,0.05,solid,0.95,,,,,,,323,323,211,False,6,22a2a
1126,75,1973,3,323232,english,striped,1.0,green,0.65,circle,0.4,,,,,,,,,,,,,223,223,223,False,3,333
1127,75,2039,4,322122,english,green,0.0,solid,0.0,square,0.0,blue,1.0,cloud,1.0,,,,,,,,,111,113,311,True,5,322b
1128,75,4,5,122112,english,blue,0.5,circle,0.0,cloud,1.0,polka-dotted,1.0,striped,0.05,green,0.05,,,,,,,123,131,231,True,6,22a2b
1129,75,1986,6,323232,english,polka-dotted,0.9,red,0.15,cloud,0.65,,,,,,,,,,,,,132,132,132,False,3,333
1130,75,504,7,112132,english,solid,0.0,blue,0.95,green,0.05,polka-dotted,0.25,red,0.05,cloud,0.95,,,,,,,111,112,133,True,6,321
1131,75,68,8,122111,english,striped,0.0,solid,0.05,polka-dotted,0.95,red,0.05,blue,0.65,cloud,0.95,square,0.05,,,,,131,311,322,True,7,22b1
1132,75,503,9,112132,english,circle,0.05,solid,0.05,blue,0.95,square,0.05,cloud,1.0,green,0.05,,,,,,,213,313,111,True,6,321
1133,75,1974,10,323232,english,red,0.0,circle,0.05,striped,1.0,,,,,,,,,,,,,222,222,222,False,3,333
1134,75,1755,11,322132,english,square,0.0,polka-dotted,0.95,blue,0.7,cloud,0.7,,,,,,,,,,,131,131,331,True,4,332
1135,75,1486,12,123211,english,square,0.05,red,0.05,cloud,0.05,striped,0.05,solid,0.0,polka-dotted,0.95,,,,,,,332,112,122,True,6,321
1136,75,2015,13,322122,english,blue,0.95,solid,0.0,square,0.05,green,0.05,striped,0.1,,,,,,,,,323,321,313,True,5,322b
1137,75,1957,14,323232,english,polka-dotted,0.9,red,0.05,square,0.05,,,,,,,,,,,,,332,332,332,False,3,333
1138,75,727,15,212122,english,solid,0.05,polka-dotted,0.05,cloud,0.05,blue,0.95,square,0.0,red,0.0,,,,,,,332,331,112,True,6,22a2b
1139,75,1700,16,121212,english,blue,1.0,cloud,1.0,square,0.05,striped,0.05,green,0.05,solid,0.05,,,,,,,111,323,323,False,6,22a2a
1140,75,1109,17,321212,english,circle,0.05,red,0.05,solid,0.05,striped,0.95,cloud,1.0,,,,,,,,,122,212,212,True,5,322a
1141,76,626,3,112121,english,cloud,0.85,blue,0.25,striped,0.8,square,0.25,green,0.15,polka-dotted,0.2,red,0.15,,,,,122,123,331,True,7,22a1
1142,76,1676,4,121212,english,striped,0.75,solid,0.1,circle,0.75,square,0.15,blue,0.15,red,0.75,,,,,,,222,311,311,False,6,22a2a
1143,76,421,5,321112,english,green,0.8,circle,0.1,polka-dotted,0.8,blue,0.75,red,0.85,solid,0.1,,,,,,,232,211,213,True,6,321
1144,76,1358,6,113211,english,circle,0.8,striped,0.85,green,0.05,polka-dotted,0.75,solid,0.85,cloud,0.9,square,0.8,,,,,233,323,113,True,7,311
1145,76,2252,7,213232,english,striped,0.05,green,0.05,red,0.8,circle,0.05,,,,,,,,,,,223,223,222,True,4,332
1146,76,911,8,212121,english,solid,0.1,cloud,0.85,green,0.1,blue,0.7,polka-dotted,0.85,circle,0.1,,,,,,,213,213,131,False,6,22a2a
1147,76,1804,9,122121,english,striped,0.85,square,0.8,green,0.05,solid,0.05,blue,0.85,circle,0.1,,,,,,,211,213,323,True,6,22a2b
1148,76,16,10,122112,english,cloud,0.15,blue,0.8,striped,0.1,solid,0.85,square,0.9,red,0.15,,,,,,,321,122,112,True,6,22a2b
1149,76,1721,11,212112,english,green,0.85,polka-dotted,0.1,circle,0.85,square,0.1,blue,0.15,striped,0.75,,,,,,,321,331,233,True,6,22a2b
1150,76,1865,12,123212,english,square,0.85,blue,0.9,circle,0.1,polka-dotted,0.1,green,0.1,,,,,,,,,331,233,233,True,5,322a
1151,76,1266,13,111111,english,red,0.85,striped,0.85,square,0.9,solid,0.75,green,0.85,circle,0.8,blue,0.85,polka-dotted,0.9,cloud,0.8,133,221,312,False,9,111
1152,76,943,14,212121,english,solid,0.85,red,0.9,striped,0.1,green,0.1,circle,0.9,square,0.1,,,,,,,323,323,212,False,6,22a2a
1153,76,2222,15,323211,english,polka-dotted,0.85,green,0.05,solid,0.85,striped,0.85,square,0.1,,,,,,,,,323,333,313,True,5,331
1154,76,944,16,212121,english,polka-dotted,0.15,striped,0.8,square,0.05,blue,0.1,circle,0.85,red,0.8,,,,,,,331,331,222,False,6,22a2a
1155,76,1909,17,111212,english,cloud,0.85,solid,0.15,circle,0.85,striped,0.75,red,0.1,green,0.75,square,0.75,,,,,323,112,212,True,7,22a1
1156,77,1268,3,111111,English ,circle,0.05,red,0.9,solid,0.05,striped,0.85,cloud,0.9,polka-dotted,0.95,green,0.95,blue,0.9,square,0.9,111,223,332,False,9,111
1157,77,1938,4,111212,English ,cloud,0.8,polka-dotted,0.95,red,0.95,blue,0.1,striped,0.1,square,0.9,circle,0.95,,,,,232,121,321,True,7,22a1
1158,77,493,5,211111,English ,solid,0.0,square,0.9,red,0.95,cloud,0.95,green,0.95,blue,0.95,circle,0.15,polka-dotted,0.95,,,113,211,332,True,8,211
1159,77,193,6,323212,English ,striped,0.0,square,0.05,red,0.0,polka-dotted,0.9,,,,,,,,,,,332,322,322,True,4,332
1160,77,1651,7,121212,English ,square,0.05,green,0.05,cloud,0.9,striped,0.15,solid,0.05,red,0.95,,,,,,,112,323,323,False,6,22a2a
1161,77,910,8,212121,English ,circle,0.9,polka-dotted,0.9,solid,0.0,blue,0.9,square,0.15,red,0.1,,,,,,,312,312,231,False,6,22a2a
1162,77,417,9,321112,English ,cloud,0.95,solid,0.05,polka-dotted,0.25,red,0.05,circle,0.2,square,0.9,,,,,,,112,332,232,True,6,321
1163,77,997,10,121112,English ,square,0.95,striped,0.9,solid,0.45,circle,0.2,red,0.05,polka-dotted,0.9,blue,0.9,,,,,321,212,232,True,7,22a1
1164,77,1778,11,322132,English ,striped,0.0,circle,0.0,blue,0.3,green,0.85,,,,,,,,,,,221,221,223,True,4,332
1165,77,2123,12,111112,English ,circle,0.2,green,0.9,blue,0.9,striped,0.9,polka-dotted,0.25,red,0.9,square,0.9,cloud,0.9,,,223,331,132,True,8,211
1166,77,628,13,112121,English ,solid,0.7,red,0.25,cloud,1.0,blue,0.95,circle,0.15,striped,0.85,polka-dotted,0.9,,,,,212,222,131,True,7,22a1
1167,77,2216,14,323211,English ,square,0.9,green,0.05,polka-dotted,0.05,circle,0.25,cloud,0.95,,,,,,,,,333,133,233,True,5,331
1168,77,1695,15,121212,English ,striped,0.2,cloud,0.95,circle,0.2,red,0.95,green,0.2,solid,0.6,,,,,,,112,223,223,False,6,22a2a
1169,77,413,16,321112,English ,cloud,0.9,square,0.9,striped,0.85,solid,0.0,green,0.05,circle,0.9,,,,,,,123,213,313,True,6,321
1170,77,934,17,212121,English ,striped,0.2,green,0.9,square,0.9,solid,0.7,circle,0.1,red,0.15,,,,,,,222,222,313,False,6,22a2a
1171,78,1858,3,123212,English,square,0.7,cloud,0.6,blue,0.55,striped,0.6,green,0.65,,,,,,,,,323,121,121,True,5,322a
1172,78,924,4,212121,English,cloud,0.0,polka-dotted,0.0,blue,1.0,circle,1.0,green,0.0,solid,1.0,,,,,,,211,211,133,False,6,22a2a
1173,78,2108,5,111112,English,square,0.0,solid,0.0,circle,1.0,cloud,0.0,green,0.0,red,0.0,blue,1.0,striped,1.0,,,113,322,221,True,8,211
1174,78,1356,6,113211,English,red,0.0,green,1.0,solid,1.0,blue,0.0,cloud,0.95,polka-dotted,0.05,striped,0.05,,,,,113,121,132,True,7,311
1175,78,933,7,212121,English,cloud,1.0,striped,0.95,square,0.0,solid,0.05,green,1.0,blue,0.05,,,,,,,123,123,311,False,6,22a2a
1176,78,367,8,122132,English,square,1.0,green,0.95,circle,0.0,polka-dotted,0.05,striped,0.95,,,,,,,,,233,223,323,True,5,322b
1177,78,309,9,213211,English,cloud,1.0,solid,1.0,striped,0.0,green,0.95,red,0.05,polka-dotted,0.05,,,,,,,122,132,113,True,6,321
1178,78,2352,10,113232,English,circle,1.0,solid,1.0,red,1.0,striped,0.0,polka-dotted,0.0,,,,,,,,,212,232,222,True,5,331
1179,78,1689,11,121212,English,polka-dotted,0.0,green,0.05,red,1.0,square,1.0,striped,0.95,cloud,0.0,,,,,,,133,322,322,False,6,22a2a
1180,78,935,12,212121,English,solid,0.95,cloud,0.05,polka-dotted,0.05,red,0.95,green,0.05,circle,1.0,,,,,,,133,133,212,False,6,22a2a
1181,78,1381,13,113211,English,circle,1.0,square,0.05,polka-dotted,0.05,cloud,0.0,solid,1.0,red,1.0,striped,0.05,,,,,332,122,212,True,7,311
1182,78,890,14,112122,English,cloud,1.0,striped,1.0,square,0.05,polka-dotted,0.05,circle,0.05,blue,0.05,red,0.95,,,,,321,122,231,True,7,22b1
1183,78,917,15,212121,English,striped,0.0,red,1.0,cloud,1.0,solid,1.0,circle,0.05,green,0.0,,,,,,,223,223,112,False,6,22a2a
1184,78,1403,16,322111,English,blue,0.95,cloud,1.0,red,0.0,solid,1.0,circle,0.0,square,0.05,,,,,,,111,211,312,True,6,321
1185,78,65,17,122111,English,solid,0.95,polka-dotted,0.05,striped,0.05,red,0.95,circle,0.95,cloud,0.05,green,0.05,,,,,133,223,212,True,7,22b1
1186,79,813,3,112111,english,striped,1.0,circle,0.95,square,0.0,polka-dotted,0.0,solid,0.0,red,1.0,green,1.0,blue,0.0,,,213,222,331,True,8,211
1187,79,1980,4,323232,english,cloud,1.0,solid,1.0,blue,1.0,,,,,,,,,,,,,111,111,111,False,3,333
1188,79,915,5,212121,english,solid,1.0,square,1.0,cloud,1.0,green,1.0,striped,1.0,blue,0.0,,,,,,,113,113,321,False,6,22a2a
1189,79,474,6,211111,english,blue,0.0,cloud,1.0,solid,1.0,square,0.0,green,1.0,striped,0.0,polka-dotted,0.0,circle,0.0,,,223,113,331,True,8,211
1190,79,1664,7,121212,english,cloud,1.0,square,0.0,solid,1.0,blue,0.0,green,1.0,striped,0.0,,,,,,,321,113,113,False,6,22a2a
1191,79,1784,8,322132,english,blue,0.0,cloud,1.0,striped,1.0,green,1.0,,,,,,,,,,,123,123,121,True,4,332
1192,79,565,9,213212,english,red,0.0,striped,1.0,circle,1.0,square,0.0,green,1.0,,,,,,,,,323,223,222,True,5,322b
1193,79,1871,10,123212,english,solid,0.0,striped,1.0,red,0.0,square,1.0,green,1.0,,,,,,,,,312,323,323,True,5,322a
1194,79,1676,11,121212,english,blue,1.0,solid,1.0,square,1.0,circle,0.0,striped,0.0,red,0.0,,,,,,,222,311,311,False,6,22a2a
1195,79,2368,12,113232,english,blue,1.0,cloud,1.0,square,1.0,circle,1.0,polka-dotted,0.95,,,,,,,,,131,331,231,True,5,331
1196,79,1955,13,323232,english,red,1.0,striped,1.0,square,1.0,,,,,,,,,,,,,322,322,322,False,3,333
1197,79,1,14,122112,english,cloud,0.0,polka-dotted,1.0,square,1.0,solid,1.0,blue,1.0,green,1.0,,,,,,,333,311,111,True,6,22a2b
1198,79,2158,15,121111,english,red,1.0,striped,1.0,square,1.0,circle,1.0,cloud,0.95,green,0.95,solid,0.95,blue,0.8,,,223,111,312,True,8,211
