targetUttCode,pref3,pref1,response0,name,item,blockNr,Answer.time_in_minutes,slide_number,workerid,targetFeature,featuresPresent,numFeatures,normResponse1,normResponse2,trial_type,normResponse0,sex,targetFeatureNum,response2,pref2,utterance,certainty,obj3,obj1,response1,obj2,uttCode 
22b1-2,green,blue,0.2,,25152,2,6.943516666666667,20,30,color,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",5,0.07692307692307693,0.7692307692307692,task,0.15384615384615385,male,3,1,red,striped,,233,321,0.1,123,22b1
22b1-2,green,blue,0.4,,5132,2,6.943516666666667,21,30,color,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",5,0,0.7142857142857143,task,0.28571428571428575,male,3,1,red,cloud,,132,121,0,312,22b1
22b1-3,green,blue,0.5,,18562,2,6.943516666666667,22,30,color,"['circle', 'square', 'striped', 'polka-dotted']",4,0,0.6666666666666666,task,0.3333333333333333,male,3,1,red,circle,,323,231,0,222,22b1
,,,,,,,6.943516666666667,,30,,,,,,,,,,,,,0.85,,,,,
321-2,polka-dotted,solid,0,,20660,0,5.39835,3,31,texture,"['cloud', 'blue', 'red', 'green']",4,0,1,task,0,male,2,0.95,striped,cloud,,133,131,0,112,321
22b1-2,polka-dotted,solid,0,,7641,0,5.39835,4,31,texture,"['cloud', 'circle', 'square', 'blue', 'red']",5,0,1,task,0,male,2,1,striped,square,,332,131,0,222,22b1
331-3,polka-dotted,solid,0,,6480,0,5.39835,5,31,texture,"['circle', 'red']",2,0,1,task,0,male,2,1,striped,red,,232,212,0,222,331
22b2b-2,polka-dotted,solid,0,,27781,0,5.39835,6,31,texture,"['circle', 'square', 'blue', 'green']",4,0,1,task,0,male,2,1,striped,square,,333,231,0,213,22b2b
,,,,,,,5.39835,,31,,,,,,,,,,,,,0.65,,,,,
22b1-3,green,blue,0,,14432,1,5.39835,11,31,color,"['cloud', 'square', 'striped', 'polka-dotted']",4,1,0,task,0,male,3,0,red,polka-dotted,,123,331,1,132,22b1
321-3,green,blue,0,,23821,1,5.39835,12,31,color,"['circle', 'striped', 'polka-dotted']",3,1,0,task,0,male,3,0,red,striped,,233,221,1,222,321
321-3,green,blue,0,,15861,1,5.39835,13,31,color,"['circle', 'solid', 'striped']",3,1,0,task,0,male,3,0,red,solid,,223,211,1,212,321
321-2,green,blue,0,,3381,1,5.39835,14,31,color,"['circle', 'solid', 'striped', 'polka-dotted']",4,1,0,task,0,male,3,0,red,solid,,222,231,1,212,321
,,,,,,,5.39835,,31,,,,,,,,,,,,,1,,,,,
322b-2,square,cloud,0.7,,14200,2,5.39835,19,31,shape,"['striped', 'red', 'green']",3,0.36363636363636365,0,task,0.6363636363636362,male,1,0,circle,green,,123,122,0.4,222,322b
322b-2,square,cloud,0.55,,500,2,5.39835,20,31,shape,"['solid', 'polka-dotted', 'blue']",3,0.45,0,task,0.55,male,1,0,circle,polka-dotted,,231,111,0.45,131,322b
22b1-2,square,cloud,0.5,,8950,2,5.39835,21,31,shape,"['solid', 'striped', 'blue', 'red', 'green']",5,0.4117647058823529,0,task,0.5882352941176471,male,1,0,circle,green,,113,211,0.35,222,22b1
22a1-3,square,cloud,0.5,,4690,2,5.39835,22,31,shape,"['striped', 'polka-dotted', 'blue', 'red']",4,0.3333333333333333,0.11111111111111112,task,0.5555555555555556,male,1,0.1,circle,red,,132,221,0.3,321,22a1
,,,,,,,5.39835,,31,,,,,,,,,,,,,0.35,,,,,
211-3,square,cloud,0.4,,5700,0,3.689416666666667,3,32,shape,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",5,0.17241379310344826,0.5517241379310345,task,0.27586206896551724,female,1,0.8,circle,blue,,232,111,0.25,321,211
211-3,square,cloud,0.2,,18800,0,3.689416666666667,4,32,shape,"['striped', 'polka-dotted', 'blue', 'red', 'green']",5,0.16666666666666666,0.6666666666666666,task,0.16666666666666666,female,1,0.8,circle,green,,323,221,0.2,132,211
311-3,square,cloud,0.85,,11770,0,3.689416666666667,5,32,shape,"['solid', 'blue', 'red', 'green']",4,0.2142857142857143,0.17857142857142858,task,0.6071428571428572,female,1,0.25,circle,red,,313,211,0.3,112,311
22b2b-2,square,cloud,0.85,,25250,0,3.689416666666667,6,32,shape,"['striped', 'polka-dotted', 'red', 'green']",4,0.20689655172413793,0.20689655172413793,task,0.5862068965517241,female,1,0.3,circle,striped,,233,132,0.3,123,22b2b
,,,,,,,3.689416666666667,,32,,,,,,,,,,,,,0.4,,,,,
321-3,green,blue,0.25,,9271,1,3.689416666666667,11,32,color,"['cloud', 'solid', 'polka-dotted']",3,0.6363636363636364,0.13636363636363638,task,0.2272727272727273,female,3,0.15,red,cloud,,113,131,0.7,132,321
22a2b-2a,green,blue,0.15,,4232,1,3.689416666666667,12,32,color,"['circle', 'square', 'solid', 'striped']",4,0.5666666666666667,0.3333333333333333,task,0.09999999999999999,female,3,0.5,red,solid,,322,221,0.85,312,22a2b
311-3,green,blue,0.8,,24131,1,3.689416666666667,13,32,color,"['cloud', 'circle', 'square', 'polka-dotted']",4,0.1923076923076923,0.1923076923076923,task,0.6153846153846154,female,3,0.25,red,square,,233,331,0.25,132,311
22a1-3,green,blue,0.7,,15802,1,3.689416666666667,14,32,color,"['cloud', 'circle', 'solid', 'striped']",4,0.19047619047619052,0.14285714285714288,task,0.6666666666666667,female,3,0.15,red,striped,,223,221,0.2,112,22a1
,,,,,,,3.689416666666667,,32,,,,,,,,,,,,,0.5,,,,,
321-3,green,blue,0.1,,23821,2,3.689416666666667,19,32,color,"['circle', 'striped', 'polka-dotted']",3,0.14285714285714285,0.7619047619047619,task,0.09523809523809523,female,3,0.8,red,polka-dotted,,233,221,0.15,222,321
321-2,green,blue,0.25,,25841,2,3.689416666666667,20,32,color,"['cloud', 'circle', 'square', 'polka-dotted']",4,0.3,0.5333333333333333,task,0.16666666666666666,female,3,0.8,red,circle,,233,331,0.45,133,321
321-2,green,blue,0.7,,7921,2,3.689416666666667,21,32,color,"['cloud', 'circle', 'square', 'polka-dotted']",4,0.14814814814814817,0.33333333333333337,task,0.5185185185185185,female,3,0.45,red,circle,,332,231,0.2,132,321
22a1-3,green,blue,0.25,,23572,2,3.689416666666667,22,32,color,"['circle', 'square', 'solid', 'polka-dotted']",4,0.15384615384615385,0.6538461538461539,task,0.1923076923076923,female,3,0.85,red,polka-dotted,,233,311,0.2,312,22a1
,,,,,,,3.689416666666667,,32,,,,,,,,,,,,,0.65,,,,,
22b1-3,green,blue,0.9,,16662,0,6.695833333333334,3,33,color,"['cloud', 'circle', 'striped', 'polka-dotted']",4,0,0.3076923076923077,task,0.6923076923076923,male,3,0.4,red,polka-dotted,,223,131,0,232,22b1
22b1-2,green,blue,0.6,,15122,0,6.695833333333334,4,33,color,"['cloud', 'circle', 'square', 'solid', 'striped']",5,0,0.52,task,0.48,male,3,0.65,red,solid,,123,312,0,213,22b1
22b1-3,green,blue,1,,8742,0,6.695833333333334,5,33,color,"['cloud', 'square', 'solid', 'striped']",4,0.058823529411764705,0.3529411764705882,task,0.588235294117647,male,3,0.6,red,cloud,,113,121,0.1,312,22b1
22b1-2,green,blue,0.9,,5132,0,6.695833333333334,6,33,color,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",5,0.03571428571428571,0.3214285714285714,task,0.6428571428571428,male,3,0.45,red,cloud,,132,121,0.05,312,22b1
,,,,,,,6.695833333333334,,33,,,,,,,,,,,,,0.7,,,,,
22a2b-2b,polka-dotted,solid,0.25,,6431,1,6.695833333333334,11,33,texture,"['circle', 'square', 'blue', 'red']",4,0.5833333333333334,0.20833333333333334,task,0.20833333333333334,male,2,0.25,striped,circle,,232,321,0.7,222,22a2b
321-3,polka-dotted,solid,0.15,,16700,1,6.695833333333334,12,33,texture,"['circle', 'red', 'green']",3,0.7272727272727273,0.13636363636363635,task,0.13636363636363635,male,2,0.15,striped,circle,,223,212,0.8,232,321
321-3,polka-dotted,solid,0.4,,391,1,6.695833333333334,13,33,texture,"['cloud', 'circle', 'blue']",3,0.5833333333333333,0.08333333333333333,task,0.3333333333333333,male,2,0.1,striped,circle,,231,211,0.7,121,321
321-2,polka-dotted,solid,0.3,,4511,1,6.695833333333334,14,33,texture,"['cloud', 'circle', 'square', 'red']",4,0.72,0.04,task,0.24,male,2,0.05,striped,red,,322,112,0.9,222,321
,,,,,,,6.695833333333334,,33,,,,,,,,,,,,,0.6,,,,,
321-2,polka-dotted,solid,0.05,,12000,2,6.695833333333334,19,33,texture,"['square', 'blue', 'red', 'green']",4,0.5833333333333334,0.375,task,0.04166666666666667,male,2,0.45,striped,square,,313,321,0.7,312,321
331-3,polka-dotted,solid,0,,230,2,6.695833333333334,20,33,texture,"['cloud', 'blue']",2,1,0,task,0,male,2,0,striped,cloud,,131,111,1,121,331
22a1-3,polka-dotted,solid,0,,3861,2,6.695833333333334,21,33,texture,"['circle', 'square', 'blue', 'red']",4,0.6896551724137931,0.3103448275862069,task,0,male,2,0.45,striped,circle,,322,211,1,231,22a1
22a1-3,polka-dotted,solid,0,,12571,2,6.695833333333334,22,33,texture,"['cloud', 'square', 'red', 'green']",4,0.6896551724137931,0.3103448275862069,task,0,male,2,0.45,striped,cloud,,313,122,1,132,22a1
,,,,,,,6.695833333333334,,33,,,,,,,,,,,,,0.85,,,,,
22a2b-2a,square,cloud,0.2,,7350,0,6.038433333333334,3,34,shape,"['solid', 'polka-dotted', 'blue', 'red']",4,0.3333333333333333,0.5333333333333333,task,0.13333333333333333,male,1,0.8,circle,solid,,332,111,0.5,312,22a2b
22b1-2,square,cloud,0.15,,26550,0,6.038433333333334,4,34,shape,"['solid', 'polka-dotted', 'blue', 'red', 'green']",5,0.3103448275862069,0.5862068965517241,task,0.10344827586206896,male,1,0.85,circle,solid,,333,111,0.45,312,22b1
22b2b-2,square,cloud,0.1,,27780,0,6.038433333333334,5,34,shape,"['solid', 'polka-dotted', 'blue', 'green']",4,0.16666666666666666,0.7499999999999999,task,0.08333333333333333,male,1,0.9,circle,green,,333,231,0.2,213,22b2b
22a2b-2a,square,cloud,0.05,,24600,0,6.038433333333334,6,34,shape,"['solid', 'polka-dotted', 'blue', 'green']",4,0.2962962962962963,0.6666666666666666,task,0.037037037037037035,male,1,0.9,circle,green,,233,231,0.4,113,22a2b
,,,,,,,6.038433333333334,,34,,,,,,,,,,,,,0.9,,,,,
22b1-3,polka-dotted,solid,0.75,,3091,1,6.038433333333334,11,34,texture,"['circle', 'square', 'blue', 'red']",4,0.3333333333333333,0.16666666666666666,task,0.5,male,2,0.25,striped,blue,,222,311,0.5,231,22b1
22a1-3,polka-dotted,solid,0.75,,25421,1,6.038433333333334,12,34,texture,"['circle', 'square', 'red', 'green']",4,0.4137931034482758,0.06896551724137931,task,0.5172413793103448,male,2,0.1,striped,green,,233,312,0.6,223,22a1
22b1-3,polka-dotted,solid,0.8,,12881,1,6.038433333333334,13,34,texture,"['cloud', 'square', 'red', 'green']",4,0.41379310344827586,0.034482758620689655,task,0.5517241379310345,male,2,0.05,striped,square,,313,122,0.6,332,22b1
22b1-2,polka-dotted,solid,0.85,,22241,1,6.038433333333334,14,34,texture,"['cloud', 'circle', 'square', 'red', 'green']",5,0.39999999999999997,0.03333333333333333,task,0.5666666666666667,male,2,0.05,striped,green,,133,212,0.6,313,22b1
,,,,,,,6.038433333333334,,34,,,,,,,,,,,,,0.7,,,,,
22b2b-2,polka-dotted,solid,0.25,,4111,2,6.038433333333334,19,34,texture,"['circle', 'square', 'blue', 'red']",4,0.48275862068965514,0.3448275862068966,task,0.1724137931034483,male,2,0.5,striped,square,,322,311,0.7,212,22b2b
22a2b-2b,polka-dotted,solid,0.2,,19041,2,6.038433333333334,20,34,texture,"['circle', 'square', 'red', 'green']",4,0.5862068965517241,0.27586206896551724,task,0.13793103448275862,male,2,0.4,striped,red,,323,222,0.85,232,22a2b
211-3,polka-dotted,solid,0.15,,11091,2,6.038433333333334,21,34,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.6206896551724137,0.27586206896551724,task,0.10344827586206895,male,2,0.4,striped,circle,,213,221,0.9,332,211
22a2b-2a,polka-dotted,solid,0.1,,7621,2,6.038433333333334,22,34,texture,"['circle', 'square', 'blue', 'red']",4,0.6333333333333333,0.3,task,0.06666666666666667,male,2,0.45,striped,red,,332,221,0.95,222,22a2b
,,,,,,,6.038433333333334,,34,,,,,,,,,,,,,0.7,,,,,
22b1-3,green,blue,0.2,,10392,0,3.9913833333333333,3,35,color,"['cloud', 'circle', 'solid', 'striped']",4,0.19999999999999998,0.6666666666666666,task,0.13333333333333333,female,3,1,red,solid,,213,221,0.3,122,22b1
22b1-3,green,blue,0.2,,24052,0,3.9913833333333333,4,35,color,"['cloud', 'circle', 'solid', 'polka-dotted']",4,0.24,0.6,task,0.16,female,3,0.75,red,circle,,233,111,0.3,132,22b1
22b2b-2,green,blue,0.15,,25252,0,3.9913833333333333,5,35,color,"['cloud', 'circle', 'striped', 'polka-dotted']",4,0.4444444444444444,0.4444444444444444,task,0.1111111111111111,female,3,0.6,red,cloud,,233,132,0.6,123,22b2b
22b1-3,green,blue,0.1,,18102,0,3.9913833333333333,6,35,color,"['cloud', 'square', 'solid', 'striped']",4,0.4230769230769231,0.5,task,0.07692307692307693,female,3,0.65,red,striped,,323,121,0.55,112,22b1
,,,,,,,3.9913833333333333,,35,,,,,,,,,,,,,0.65,,,,,
22a1-3,polka-dotted,solid,0.75,,5721,1,3.9913833333333333,11,35,texture,"['circle', 'square', 'blue', 'red']",4,0.10714285714285715,0.35714285714285715,task,0.5357142857142857,female,2,0.5,striped,square,,232,311,0.15,321,22a1
311-3,polka-dotted,solid,0.75,,20630,1,3.9913833333333333,12,35,texture,"['cloud', 'blue', 'red', 'green']",4,0.11538461538461538,0.3076923076923077,task,0.5769230769230769,female,2,0.4,striped,green,,133,121,0.15,112,311
22b2b-2,polka-dotted,solid,0.8,,23291,1,3.9913833333333333,13,35,texture,"['circle', 'square', 'blue', 'green']",4,0.12,0.24,task,0.64,female,2,0.3,striped,circle,,233,211,0.15,331,22b2b
22a2b-2a,polka-dotted,solid,0.8,,7621,1,3.9913833333333333,14,35,texture,"['circle', 'square', 'blue', 'red']",4,0.18518518518518517,0.2222222222222222,task,0.5925925925925926,female,2,0.3,striped,circle,,332,221,0.25,222,22a2b
,,,,,,,3.9913833333333333,,35,,,,,,,,,,,,,0.85,,,,,
331-3,polka-dotted,solid,0.3,,25500,2,3.9913833333333333,19,35,texture,"['circle', 'green']",2,0.12,0.64,task,0.24,female,2,0.8,striped,circle,,233,213,0.15,223,331
22b2b-2,polka-dotted,solid,0.25,,27781,2,3.9913833333333333,20,35,texture,"['circle', 'square', 'blue', 'green']",4,0.12499999999999997,0.6666666666666666,task,0.20833333333333331,female,2,0.8,striped,circle,,333,231,0.15,213,22b2b
311-3,polka-dotted,solid,0.2,,6601,2,3.9913833333333333,21,35,texture,"['cloud', 'circle', 'square', 'red']",4,0.1111111111111111,0.7407407407407407,task,0.14814814814814814,female,2,1,striped,red,,232,112,0.15,322,311
22b2b-2,polka-dotted,solid,0.35,,4111,2,3.9913833333333333,22,35,texture,"['circle', 'square', 'blue', 'red']",4,0.09999999999999999,0.6666666666666666,task,0.2333333333333333,female,2,1,striped,red,,322,311,0.15,212,22b2b
,,,,,,,3.9913833333333333,,35,,,,,,,,,,,,,0.95,,,,,
22b1-3,square,cloud,0.25,,22690,0,5.894516666666667,3,36,shape,"['striped', 'polka-dotted', 'red', 'green']",4,0.7916666666666666,0,task,0.20833333333333334,male,1,0,circle,striped,,133,322,0.95,223,22b1
211-3,square,cloud,0.25,,4660,0,5.894516666666667,4,36,shape,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",5,0.7916666666666666,0,task,0.20833333333333334,male,1,0,circle,blue,,132,211,0.95,321,211
22a2b-2a,square,cloud,0,,7620,0,5.894516666666667,5,36,shape,"['striped', 'polka-dotted', 'blue', 'red']",4,1,0,task,0,male,1,0,circle,red,,332,221,1,222,22a2b
22a2b-2b,square,cloud,0,,13070,0,5.894516666666667,6,36,shape,"['solid', 'striped', 'red', 'green']",4,0.42857142857142855,0.5714285714285714,task,0,male,1,0.6,circle,green,,313,322,0.45,113,22a2b
,,,,,,,5.894516666666667,,36,,,,,,,,,,,,,0.65,,,,,
321-3,polka-dotted,solid,0,,5670,1,5.894516666666667,11,36,texture,"['circle', 'blue', 'red']",3,1,0,task,0,male,2,0,striped,blue,,232,211,0.7,221,321
22b1-2,polka-dotted,solid,0,,26551,1,5.894516666666667,12,36,texture,"['cloud', 'square', 'blue', 'red', 'green']",5,0.5185185185185185,0.48148148148148145,task,0,male,2,0.65,striped,square,,333,111,0.7,312,22b1
311-3,polka-dotted,solid,0,,25301,1,5.894516666666667,13,36,texture,"['cloud', 'circle', 'square', 'green']",4,0.6060606060606061,0.393939393939394,task,0,male,2,0.65,striped,green,,233,313,1,123,311
22a1-3,polka-dotted,solid,0,,24761,1,5.894516666666667,14,36,texture,"['circle', 'square', 'blue', 'green']",4,0.6060606060606061,0.393939393939394,task,0,male,2,0.65,striped,square,,233,321,1,213,22a1
,,,,,,,5.894516666666667,,36,,,,,,,,,,,,,0.65,,,,,
22a1-3,green,blue,0,,9432,2,5.894516666666667,19,36,color,"['cloud', 'circle', 'solid', 'polka-dotted']",4,0.7407407407407407,0.25925925925925924,task,0,male,3,0.35,red,polka-dotted,,113,231,1,232,22a1
22b2b-2,green,blue,0,,1942,2,5.894516666666667,20,36,color,"['circle', 'square', 'solid', 'polka-dotted']",4,0.7407407407407407,0.25925925925925924,task,0,male,3,0.35,red,square,,312,211,1,331,22b2b
321-3,green,blue,0.2,,20661,2,5.894516666666667,21,36,color,"['cloud', 'solid', 'polka-dotted']",3,0.6451612903225807,0.22580645161290325,task,0.12903225806451615,male,3,0.35,red,polka-dotted,,133,131,1,112,321
22a2b-2a,green,blue,0.2,,6682,2,5.894516666666667,22,36,color,"['cloud', 'circle', 'striped', 'polka-dotted']",4,0.6451612903225807,0.22580645161290325,task,0.12903225806451615,male,3,0.35,red,cloud,,232,121,1,132,22a2b
,,,,,,,5.894516666666667,,36,,,,,,,,,,,,,0.75,,,,,
321-2,polka-dotted,solid,0,,20660,0,5.351566666666667,3,37,texture,"['cloud', 'blue', 'red', 'green']",4,0,1,task,0,male,2,1,striped,blue,,133,131,0,112,321
331-3,polka-dotted,solid,0,,25500,0,5.351566666666667,4,37,texture,"['circle', 'green']",2,0,1,task,0,male,2,1,striped,circle,,233,213,0,223,331
22a1-3,polka-dotted,solid,0,,22451,0,5.351566666666667,5,37,texture,"['cloud', 'square', 'red', 'green']",4,0,1,task,0,male,2,1,striped,green,,133,312,0,123,22a1
211-3,polka-dotted,solid,1,,19481,0,5.351566666666667,6,37,texture,"['cloud', 'circle', 'square', 'blue', 'green']",5,0,0,task,1,male,2,0,striped,green,,323,131,0,213,211
,,,,,,,5.351566666666667,,37,,,,,,,,,,,,,0,,,,,
22b1-2,green,blue,1,,13382,1,5.351566666666667,11,37,color,"['cloud', 'circle', 'square', 'solid', 'striped']",5,0,0,task,1,male,3,0,red,striped,,123,311,0,221,22b1
22b1-2,green,blue,1,,1812,1,5.351566666666667,12,37,color,"['cloud', 'circle', 'square', 'solid', 'polka-dotted']",5,0,0,task,1,male,3,0,red,polka-dotted,,312,211,0,131,22b1
22b1-3,green,blue,1,,20682,1,5.351566666666667,13,37,color,"['cloud', 'square', 'solid', 'polka-dotted']",4,0,0,task,1,male,3,0,red,polka-dotted,,133,331,0,112,22b1
22a1-3,green,blue,0,,16262,1,5.351566666666667,14,37,color,"['circle', 'square', 'striped', 'polka-dotted']",4,1,0,task,0,male,3,0,red,circle,,223,331,1,222,22a1
,,,,,,,5.351566666666667,,37,,,,,,,,,,,,,1,,,,,
22b2b-2,green,blue,0,,1942,2,5.351566666666667,19,37,color,"['circle', 'square', 'solid', 'polka-dotted']",4,1,0,task,0,male,3,0,red,solid,,312,211,1,331,22b2b
22b1-3,green,blue,0,,26952,2,5.351566666666667,20,37,color,"['circle', 'square', 'striped', 'polka-dotted']",4,1,0,task,0,male,3,0,red,square,,333,221,1,322,22b1
22b1-2,green,blue,0,,4842,2,5.351566666666667,21,37,color,"['cloud', 'circle', 'square', 'solid', 'polka-dotted']",5,1,0,task,0,male,3,0,red,polka-dotted,,132,211,1,331,22b1
22a2b-2b,green,blue,0,,28132,2,5.351566666666667,22,37,color,"['cloud', 'square', 'striped', 'polka-dotted']",4,0.6666666666666666,0.3333333333333333,task,0,male,3,0.5,red,polka-dotted,,333,121,1,123,22a2b
,,,,,,,5.351566666666667,,37,,,,,,,,,,,,,1,,,,,
22b2b-2,green,blue,0.9,,3952,0,9.62065,3,38,color,"['cloud', 'square', 'striped', 'polka-dotted']",4,0.06666666666666667,0.3333333333333333,task,0.6,male,3,0.5,red,striped,,322,121,0.1,331,22b2b
321-2,green,blue,1,,4341,0,9.62065,4,38,color,"['cloud', 'circle', 'square', 'striped']",4,0,0.3333333333333333,task,0.6666666666666666,male,3,0.5,red,striped,,322,221,0,122,321
22b2b-2,green,blue,1,,21692,0,9.62065,5,38,color,"['cloud', 'square', 'solid', 'polka-dotted']",4,0,0.48717948717948717,task,0.5128205128205129,male,3,0.95,red,polka-dotted,,133,112,0,332,22b2b
22a2b-2a,green,blue,1,,7352,0,9.62065,6,38,color,"['cloud', 'square', 'solid', 'polka-dotted']",4,0,0.3333333333333333,task,0.6666666666666666,male,3,0.5,red,solid,,332,111,0,312,22a2b
,,,,,,,9.62065,,38,,,,,,,,,,,,,0.95,,,,,
331-3,polka-dotted,solid,0.95,,420,1,9.62065,11,38,texture,"['circle', 'blue']",2,0.25641025641025644,0.25641025641025644,task,0.48717948717948717,male,2,0.5,striped,circle,,231,211,0.5,221,331
22a2b-2b,polka-dotted,solid,0.95,,27911,1,9.62065,12,38,texture,"['circle', 'square', 'blue', 'green']",4,0.25641025641025644,0.25641025641025644,task,0.48717948717948717,male,2,0.5,striped,square,,333,211,0.5,313,22a2b
22b1-3,polka-dotted,solid,0.95,,1391,1,9.62065,13,38,texture,"['cloud', 'circle', 'blue', 'red']",4,0.48717948717948717,0.025641025641025644,task,0.48717948717948717,male,2,0.05,striped,blue,,212,221,0.95,131,22b1
211-3,polka-dotted,solid,0.95,,11091,1,9.62065,14,38,texture,"['circle', 'square', 'blue', 'red', 'green']",5,0.4117647058823529,0.029411764705882356,task,0.5588235294117647,male,2,0.05,striped,circle,,213,221,0.7,332,211
,,,,,,,9.62065,,38,,,,,,,,,,,,,0.9,,,,,
321-2,green,blue,0.5,,25931,2,9.62065,19,38,color,"['cloud', 'circle', 'square', 'polka-dotted']",4,0.42857142857142855,0.2857142857142857,task,0.2857142857142857,male,3,0.5,red,polka-dotted,,233,332,0.75,133,321
