"","X.3","X.2","X.1","X","pref1","order0","simPreference0","slide_number","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","trial_type","obj1","obj2","pref0","name","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","workerid","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","orderObjNum1","orderObjNum2","orderObjNum3","simulatedAnswerObjNum","utteranceNum","evalNumModel","allPresentFeaValues","ambiguous"
"403",403,403,403,603,"red",132,0.5,5,211,4,0.75,"blue","color",11.0327166666667,0,"task",211,132,"blue","task","green",0.35,211,"1","red",3,0.125,"female",133,"red",0.125,0,133,25,"green",1,"solid","22a1",0.15,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.9,"22a1-3","blue",0.15,21302,2,16,25,2,2,"4","2","1, 6, 8, 1, 6, 9, 2, 4, 7",FALSE
"404",404,404,404,604,"red",131,0.5,6,213,4,0.230769230769231,"blue","color",11.0327166666667,0,"task",131,132,"blue","task","green",0.35,213,"0","red",3,0.576923076923077,"female",132,"red",0.192307692307692,0,213,25,"green",1,"circle","22a1",0.25,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.3,"22a1-3","blue",0.75,10802,3,7,16,20,20,"2","2","1, 6, 7, 1, 6, 8, 2, 4, 9",FALSE
"405",405,405,405,607,"red",322,1,11,321,3,0.222222222222222,"red","color",11.0327166666667,0,"task",321,322,"blue","task","blue",0.65,223,"0","blue",3,0.388888888888889,"female",321,"red",0.388888888888889,1,223,25,"green",0.5,"striped","321",0.35,"green","['circle', 'square', 'striped']",0.2,"321-3","green",0.35,16361,0,15,6,23,6,"5","2","3, 5, 8, 3, 5, 7, 2, 5, 9",TRUE
"406",406,406,406,608,"red",233,1,12,132,4,0.307692307692308,"red","color",11.0327166666667,0,"task",132,233,"blue","task","blue",0.65,333,"2","blue",3,0.115384615384615,"female",132,"red",0.576923076923077,1,333,25,"green",0.5,"cloud","321",0.75,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.4,"321-2","green",0.15,29151,1,26,16,27,16,"1","2","2, 6, 9, 1, 6, 8, 3, 6, 9",FALSE
"407",407,407,407,609,"red",331,1,13,331,5,0.277777777777778,"red","color",11.0327166666667,0,"task",211,331,"blue","task","blue",0.65,211,"2","blue",3,0.166666666666667,"female",132,"red",0.555555555555556,1,132,25,"green",0.5,"polka-dotted","22b1",0.5,"green","['cloud', 'circle', 'square', 'solid', 'polka-dotted']",0.25,"22b1-2","green",0.15,4842,2,9,16,2,9,"6","2","3, 6, 7, 1, 6, 8, 2, 4, 7",TRUE
"408",408,408,408,610,"red",231,1,14,331,4,0.904761904761905,"red","color",11.0327166666667,0,"task",231,331,"blue","task","blue",0.65,313,"2","blue",3,0.0952380952380952,"female",331,"red",0,1,313,25,"green",0.5,"square","22a2b",0,"green","['circle', 'square', 'solid', 'polka-dotted']",0.95,"22a2b-2a","green",0.1,11752,3,8,9,21,9,"3","2","2, 6, 7, 3, 6, 7, 3, 4, 9",TRUE
"409",409,409,409,613,"striped",233,0,19,123,4,0.135135135135135,"polka-dotted","texture",11.0327166666667,0.5,"task",313,123,"solid","task","striped",0.95,123,"3","striped",2,0.405405405405405,"female",313,"solid",0.459459459459459,2,233,25,"solid",1,"green","311",0.85,"polka-dotted","['cloud', 'circle', 'square', 'green']",0.25,"311-3","polka-dotted",0.75,25301,0,26,21,22,22,"9","3","2, 6, 9, 3, 4, 9, 1, 5, 9",TRUE
"410",410,410,410,614,"striped",323,0,20,332,4,0.1,"polka-dotted","texture",11.0327166666667,0.5,"task",112,332,"solid","task","striped",0.95,332,"2","striped",2,0.5,"female",112,"solid",0.4,2,323,25,"solid",1,"red","22b1",0.6,"polka-dotted","['cloud', 'square', 'red', 'green']",0.15,"22b1-3","polka-dotted",0.75,19161,1,24,10,18,18,"8","3","3, 5, 9, 1, 4, 8, 3, 6, 8",TRUE
"411",411,411,411,615,"striped",222,0,21,222,4,0.117647058823529,"polka-dotted","texture",11.0327166666667,0.5,"task",221,222,"solid","task","striped",0.95,332,"2","striped",2,0.441176470588235,"female",221,"solid",0.441176470588235,2,332,25,"solid",1,"red","22a2b",0.75,"polka-dotted","['circle', 'square', 'blue', 'red']",0.2,"22a2b-2a","polka-dotted",0.75,7621,2,14,5,18,14,"8","2","2, 5, 8, 2, 5, 7, 3, 6, 8",TRUE
"412",412,412,412,616,"striped",211,0,22,321,4,0.0476190476190476,"polka-dotted","texture",11.0327166666667,0.5,"task",211,321,"solid","task","striped",0.95,321,"2","striped",2,0.476190476190476,"female",131,"solid",0.476190476190476,2,131,25,"solid",1,"blue","311",1,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0.1,"311-3","polka-dotted",1,311,3,2,7,6,6,"7","2","2, 4, 7, 1, 6, 7, 3, 5, 7",TRUE
"413",413,413,413,619,"circle",133,0,27,233,3,0.111111111111111,"square","shape",11.0327166666667,0.5,"task",123,133,"cloud","task","square",1,233,"2","circle",1,0.444444444444444,"female",123,"cloud",0.444444444444444,3,233,25,"cloud",1,"green","322b",1,"square","['striped', 'polka-dotted', 'green']",0.25,"322b-2","circle",1,25970,0,25,22,26,26,"9","2","1, 6, 9, 1, 5, 9, 2, 6, 9",TRUE
"414",414,414,414,620,"circle",221,0,28,333,4,0.0952380952380952,"square","shape",11.0327166666667,0.5,"task",221,131,"cloud","task","square",1,131,"2","circle",1,0.809523809523809,"female",333,"cloud",0.0952380952380952,3,333,25,"cloud",1,"green","22b1",0.1,"square","['striped', 'polka-dotted', 'blue', 'green']",0.1,"22b1-3","circle",0.85,26190,1,5,27,7,27,"9","2","2, 5, 7, 3, 6, 9, 1, 6, 7",FALSE
"415",415,415,415,621,"circle",232,0,29,323,4,0.0952380952380952,"square","shape",11.0327166666667,0.5,"task",232,323,"cloud","task","square",1,133,"2","circle",1,0.809523809523809,"female",323,"cloud",0.0952380952380952,3,133,25,"cloud",1,"green","22b1",0.1,"square","['striped', 'polka-dotted', 'red', 'green']",0.1,"22b1-3","circle",0.85,22930,2,17,24,25,24,"9","2","2, 6, 8, 3, 5, 9, 1, 6, 9",TRUE
"416",416,416,416,622,"circle",331,0,30,211,4,0.0833333333333333,"square","shape",11.0327166666667,0.5,"task",211,331,"cloud","task","square",1,132,"2","circle",1,0.833333333333333,"female",211,"cloud",0.0833333333333333,3,132,25,"cloud",1,"blue","22b1",0.1,"square","['solid', 'polka-dotted', 'blue', 'red']",0.1,"22b1-3","circle",1,4840,3,9,2,16,2,"7","3","3, 6, 7, 2, 4, 7, 1, 6, 8",TRUE
"417",417,417,417,625,"red",322,0,3,213,4,0.25,"green","color",12.6059833333333,0.5,"task",321,322,"blue","task","blue",0.45,321,"2","red",3,0.5,"male",213,"red",0.25,0,213,26,"blue",1,"solid","22a1",0.5,"green","['circle', 'square', 'solid', 'striped']",0.5,"22a1-3","green",1,10652,0,15,20,6,20,"4","2","3, 5, 8, 2, 4, 9, 3, 5, 7",FALSE
"418",418,418,418,626,"red",222,0,4,222,5,0.15,"green","color",12.6059833333333,0.5,"task",321,222,"blue","task","blue",0.45,133,"2","red",3,0.5,"male",321,"red",0.35,0,133,26,"blue",1,"striped","211",0.7,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.3,"211-3","green",1,21072,1,14,6,25,14,"5","3","2, 5, 8, 3, 5, 7, 1, 6, 9",TRUE
"419",419,419,419,627,"red",331,0,5,331,4,0.333333333333333,"green","color",12.6059833333333,0.5,"task",331,133,"blue","task","blue",0.45,133,"2","red",3,0.333333333333333,"male",233,"red",0.333333333333333,0,233,26,"blue",1,"square","321",0.7,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.7,"321-2","green",0.7,25841,2,9,26,25,9,"3","3","3, 6, 7, 2, 6, 9, 1, 6, 9",FALSE
"420",420,420,420,628,"red",123,0,6,231,4,0.391304347826087,"green","color",12.6059833333333,0.5,"task",231,122,"blue","task","blue",0.45,231,"0","red",3,0.304347826086957,"male",122,"red",0.304347826086957,0,123,26,"blue",1,"polka-dotted","22a1",0.7,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.9,"22a1-3","green",0.7,14032,3,22,13,8,8,"6","3","1, 5, 9, 1, 5, 8, 2, 6, 7",FALSE
"421",421,421,421,631,"striped",211,0.5,11,233,4,0.206896551724138,"solid","texture",12.6059833333333,1,"task",211,222,"solid","task","polka-dotted",0.75,222,"2","polka-dotted",2,0.586206896551724,"male",233,"solid",0.206896551724138,1,233,26,"striped",0,"circle","311",0.3,"polka-dotted","['circle', 'blue', 'red', 'green']",0.3,"311-3","striped",0.85,23790,0,2,26,14,26,"2","2","2, 4, 7, 2, 6, 9, 2, 5, 8",TRUE
"422",422,422,422,632,"striped",132,0.5,12,132,4,0.1875,"solid","texture",12.6059833333333,1,"task",212,322,"solid","task","polka-dotted",0.75,212,"2","polka-dotted",2,0.625,"male",322,"solid",0.1875,1,132,26,"striped",0,"red","311",0.3,"polka-dotted","['cloud', 'circle', 'square', 'red']",0.3,"311-3","striped",1,5561,1,16,15,11,16,"8","2","1, 6, 8, 3, 5, 8, 2, 4, 8",TRUE
"423",423,423,423,633,"striped",213,0.5,13,233,2,0.1875,"solid","texture",12.6059833333333,1,"task",213,223,"solid","task","polka-dotted",0.75,223,"2","polka-dotted",2,0.625,"male",233,"solid",0.1875,1,233,26,"striped",0,"green","331",0.3,"polka-dotted","['circle', 'green']",0.3,"331-3","striped",1,25500,2,20,26,23,26,"9","2","2, 4, 9, 2, 6, 9, 2, 5, 9",TRUE
"424",424,424,424,634,"striped",323,0.5,14,233,4,0.1875,"solid","texture",12.6059833333333,1,"task",113,323,"solid","task","polka-dotted",0.75,233,"2","polka-dotted",2,0.625,"male",113,"solid",0.1875,1,233,26,"striped",0,"green","311",0.3,"polka-dotted","['cloud', 'circle', 'square', 'green']",0.3,"311-3","striped",1,25711,3,24,19,26,26,"9","2","3, 5, 9, 1, 4, 9, 2, 6, 9",TRUE
"425",425,425,425,637,"striped",122,1,19,311,4,0.529411764705882,"polka-dotted","texture",12.6059833333333,0.5,"task",311,321,"solid","task","solid",0.8,321,"3","solid",2,0.294117647058824,"male",311,"striped",0.176470588235294,2,122,26,"striped",0,"square","22a2b",0.3,"polka-dotted","['cloud', 'square', 'blue', 'red']",0.9,"22a2b-2b","polka-dotted",0.5,2321,0,13,3,6,3,"3","2","1, 5, 8, 3, 4, 7, 3, 5, 7",TRUE
"426",426,426,426,638,"striped",113,1,20,131,4,0.473684210526316,"polka-dotted","texture",12.6059833333333,0.5,"task",321,131,"solid","task","solid",0.8,321,"3","solid",2,0.368421052631579,"male",131,"striped",0.157894736842105,2,113,26,"striped",0,"blue","22b1",0.3,"polka-dotted","['cloud', 'square', 'blue', 'green']",0.9,"22b1-3","polka-dotted",0.7,8361,1,19,7,6,7,"7","2","1, 4, 9, 1, 6, 7, 3, 5, 7",TRUE
"427",427,427,427,639,"striped",223,1,21,213,4,0.473684210526316,"polka-dotted","texture",12.6059833333333,0.5,"task",332,213,"solid","task","solid",0.8,213,"3","solid",2,0.368421052631579,"male",332,"striped",0.157894736842105,2,223,26,"striped",0,"green","22a1",0.3,"polka-dotted","['circle', 'square', 'red', 'green']",0.9,"22a1-3","polka-dotted",0.7,17281,2,23,18,20,20,"9","2","2, 5, 9, 3, 6, 8, 2, 4, 9",TRUE
"428",428,428,428,640,"striped",123,1,22,233,5,0.526315789473684,"polka-dotted","texture",12.6059833333333,0.5,"task",321,123,"solid","task","solid",0.8,233,"3","solid",2,0.447368421052632,"male",321,"striped",0.0263157894736842,2,233,26,"striped",0,"green","22b1",0.05,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",1,"22b1-2","polka-dotted",0.85,25151,3,22,6,26,26,"9","2","1, 5, 9, 3, 5, 7, 2, 6, 9",TRUE
"429",429,429,429,643,"striped",112,0.5,27,333,4,0.111111111111111,"solid","texture",12.6059833333333,1,"task",112,313,"solid","task","polka-dotted",0.7,313,"2","polka-dotted",2,0.518518518518518,"male",333,"solid",0.37037037037037,3,333,26,"striped",0,"green","22a2b",0.5,"polka-dotted","['cloud', 'square', 'red', 'green']",0.15,"22a2b-2b","striped",0.7,27991,0,10,27,21,27,"9","1","1, 4, 8, 3, 6, 9, 3, 4, 9",TRUE
"430",430,430,430,644,"striped",231,0.5,28,333,4,0.0384615384615385,"solid","texture",12.6059833333333,1,"task",231,213,"solid","task","polka-dotted",0.7,213,"2","polka-dotted",2,0.576923076923077,"male",333,"solid",0.384615384615385,3,333,26,"striped",0,"green","22b2b",0.5,"polka-dotted","['circle', 'square', 'blue', 'green']",0.05,"22b2b-2","striped",0.75,27781,1,8,27,20,27,"9","1","2, 6, 7, 3, 6, 9, 2, 4, 9",TRUE
"431",431,431,431,645,"striped",222,0.5,29,231,4,0.0416666666666667,"solid","texture",12.6059833333333,1,"task",311,231,"solid","task","polka-dotted",0.7,311,"2","polka-dotted",2,0.75,"male",231,"solid",0.208333333333333,3,222,26,"striped",0,"blue","22b1",0.25,"polka-dotted","['circle', 'square', 'blue', 'red']",0.05,"22b1-3","striped",0.9,3091,2,14,8,3,8,"7","2","2, 5, 8, 2, 6, 7, 3, 4, 7",TRUE
"432",432,432,432,646,"striped",332,0.5,30,133,4,0.0416666666666667,"solid","texture",12.6059833333333,1,"task",332,113,"solid","task","polka-dotted",0.7,133,"2","polka-dotted",2,0.75,"male",113,"solid",0.208333333333333,3,133,26,"striped",0,"green","22a2b",0.25,"polka-dotted","['cloud', 'square', 'red', 'green']",0.05,"22a2b-2b","striped",0.9,21941,3,18,19,25,25,"9","2","3, 6, 8, 1, 4, 9, 1, 6, 9",TRUE
"433",433,433,433,649,"circle",211,0,3,211,2,0,"square","shape",6.6877,0.5,"task",111,211,"cloud","task","circle",1,111,"3","circle",1,0,"female",311,"cloud",1,0,311,27,"cloud",1,"solid","331",1,"square","['solid', 'blue']",0,"331-3","square",0,0,0,2,3,1,2,"4","3","2, 4, 7, 3, 4, 7, 1, 4, 7",TRUE
"434",434,434,434,650,"circle",333,0,4,223,3,0,"square","shape",6.6877,0.5,"task",223,233,"cloud","task","circle",1,223,"3","circle",1,0,"female",233,"cloud",1,0,333,27,"cloud",1,"striped","322b",1,"square","['striped', 'polka-dotted', 'green']",0,"322b-2","square",0,29220,1,27,26,23,23,"5","3","3, 6, 9, 2, 6, 9, 2, 5, 9",FALSE
"435",435,435,435,651,"circle",312,0,5,212,4,0,"square","shape",6.6877,0.5,"task",221,212,"cloud","task","circle",1,221,"3","circle",1,0,"female",212,"cloud",1,0,312,27,"cloud",1,"solid","22a2b",1,"square","['solid', 'striped', 'blue', 'red']",0,"22a2b-2b","square",0,2140,2,12,11,5,11,"4","2","3, 4, 8, 2, 4, 8, 2, 5, 7",TRUE
"436",436,436,436,652,"circle",122,0,6,223,4,0,"square","shape",6.6877,0.5,"task",122,223,"cloud","task","circle",1,233,"3","circle",1,0,"female",223,"cloud",1,0,233,27,"cloud",1,"striped","22a2b",1,"square","['striped', 'polka-dotted', 'red', 'green']",0,"22a2b-2a","square",0,25430,3,13,23,26,23,"5","3","1, 5, 8, 2, 5, 9, 2, 6, 9",TRUE
"437",437,437,437,655,"striped",322,0,11,322,3,0,"polka-dotted","texture",6.6877,0.5,"task",212,322,"solid","task","striped",1,232,"3","striped",2,0,"female",212,"solid",1,1,232,27,"solid",1,"red","321",1,"polka-dotted","['circle', 'square', 'red']",0,"321-3","polka-dotted",0,6611,0,15,11,17,15,"8","3","3, 5, 8, 2, 4, 8, 2, 6, 8",TRUE
"438",438,438,438,656,"striped",111,0,12,231,3,0,"polka-dotted","texture",6.6877,0.5,"task",111,131,"solid","task","striped",1,131,"2","striped",2,0.5,"female",231,"solid",0.5,1,231,27,"solid",1,"blue","322b",1,"polka-dotted","['cloud', 'circle', 'blue']",0,"322b-2","polka-dotted",1,501,1,1,8,7,8,"7","3","1, 4, 7, 2, 6, 7, 1, 6, 7",TRUE
"439",439,439,439,657,"striped",113,0,13,122,4,0,"polka-dotted","texture",6.6877,0.5,"task",122,322,"solid","task","striped",1,122,"2","striped",2,0.5,"female",322,"solid",0.5,1,113,27,"solid",1,"cloud","22a2b",1,"polka-dotted","['cloud', 'square', 'red', 'green']",0,"22a2b-2a","polka-dotted",1,9191,2,19,15,13,13,"1","3","1, 4, 9, 3, 5, 8, 1, 5, 8",TRUE
"440",440,440,440,658,"striped",113,0,14,133,4,0,"polka-dotted","texture",6.6877,0.5,"task",311,113,"solid","task","striped",1,311,"2","striped",2,0.5,"female",133,"solid",0.5,1,133,27,"solid",1,"cloud","22a2b",1,"polka-dotted","['cloud', 'square', 'blue', 'green']",0,"22a2b-2b","polka-dotted",1,21791,3,19,25,3,25,"1","3","1, 4, 9, 1, 6, 9, 3, 4, 7",TRUE
"441",441,441,441,661,"red",123,0.5,19,123,3,0,"blue","color",6.6877,1,"task",122,222,"blue","task","blue",0.85,122,"2","green",3,1,"female",222,"red",0,2,123,27,"red",0,"cloud","322b",0,"green","['cloud', 'circle', 'striped']",0,"322b-2","green",1,14201,0,22,14,13,22,"1","2","1, 5, 9, 2, 5, 8, 1, 5, 8",TRUE
"442",442,442,442,662,"red",131,0.5,20,223,4,0,"blue","color",6.6877,1,"task",221,131,"blue","task","blue",0.85,221,"2","green",3,1,"female",223,"red",0,2,223,27,"red",0,"circle","22a2b",0,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0,"22a2b-2b","green",1,15592,1,7,23,5,23,"2","2","1, 6, 7, 2, 5, 9, 2, 5, 7",TRUE
"443",443,443,443,663,"red",233,0.5,21,123,5,0,"blue","color",6.6877,1,"task",321,123,"blue","task","blue",0.85,321,"2","green",3,1,"female",123,"red",0,2,233,27,"red",0,"striped","22b1",0,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0,"22b1-2","green",1,25152,2,26,22,6,22,"5","2","2, 6, 9, 1, 5, 9, 3, 5, 7",TRUE
"444",444,444,444,664,"red",232,0.5,22,131,4,0.5,"blue","color",6.6877,1,"task",131,232,"blue","task","blue",0.85,131,"3","green",3,0.5,"female",223,"red",0,2,223,27,"red",0,"polka-dotted","22b1",0,"green","['cloud', 'circle', 'striped', 'polka-dotted']",1,"22b1-3","green",1,16662,3,17,23,7,7,"6","2","2, 6, 8, 2, 5, 9, 1, 6, 7",TRUE
"445",445,445,445,667,"circle",322,0.5,27,221,4,0,"cloud","shape",6.6877,0,"task",221,312,"cloud","task","circle",0.65,221,"2","circle",1,0,"female",312,"cloud",1,3,322,27,"square",1,"striped","22a2b",1,"square","['solid', 'striped', 'blue', 'red']",0,"22a2b-2a","square",0,4230,0,15,12,5,5,"5","2","3, 5, 8, 3, 4, 8, 2, 5, 7",TRUE
"446",446,446,446,668,"circle",133,0.5,28,231,3,0,"cloud","shape",6.6877,0,"task",231,331,"cloud","task","circle",0.65,331,"2","circle",1,0,"female",231,"cloud",1,3,133,27,"square",1,"polka-dotted","321",1,"square","['polka-dotted', 'blue', 'green']",0,"321-3","square",0,20590,1,25,8,9,8,"6","3","1, 6, 9, 2, 6, 7, 3, 6, 7",TRUE
"447",447,447,447,669,"circle",123,0.5,29,223,4,0,"cloud","shape",6.6877,0,"task",332,123,"cloud","task","circle",0.65,332,"2","circle",1,0,"female",223,"cloud",1,3,223,27,"square",1,"striped","22a1",1,"square","['striped', 'polka-dotted', 'red', 'green']",0,"22a1-3","square",0,17670,2,22,23,18,23,"5","3","1, 5, 9, 2, 5, 9, 3, 6, 8",TRUE
"448",448,448,448,670,"circle",333,0.5,30,223,4,0,"cloud","shape",6.6877,0,"task",121,223,"cloud","task","circle",0.65,121,"2","circle",1,0,"female",223,"cloud",1,3,333,27,"square",1,"striped","22b1",1,"square","['striped', 'polka-dotted', 'blue', 'green']",0,"22b1-3","square",0,28340,3,27,23,4,23,"5","2","3, 6, 9, 2, 5, 9, 1, 5, 7",TRUE
"465",465,465,465,697,"striped",313,0.5,3,313,4,1,"solid","texture",7.88821666666667,0,"task",121,313,"solid","task","striped",1,121,"1","striped",2,0,"male",333,"solid",0,0,333,29,"polka-dotted",1,"green","22a1",0,"polka-dotted","['cloud', 'square', 'blue', 'green']",1,"22a1-3","polka-dotted",0,27931,0,21,27,4,21,"9","2","3, 4, 9, 3, 6, 9, 1, 5, 7",TRUE
"466",466,466,466,698,"striped",232,0.5,4,211,5,1,"solid","texture",7.88821666666667,0,"task",211,232,"solid","task","striped",1,313,"1","striped",2,0,"male",211,"solid",0,0,313,29,"polka-dotted",1,"circle","22b1",0,"polka-dotted","['circle', 'square', 'blue', 'red', 'green']",1,"22b1-2","polka-dotted",0,12611,1,17,2,21,2,"2","2","2, 6, 8, 2, 4, 7, 3, 4, 9",TRUE
"467",467,467,467,699,"striped",122,0.5,5,122,3,0,"solid","texture",7.88821666666667,0,"task",121,112,"solid","task","striped",1,121,"2","striped",2,0,"male",112,"solid",1,0,122,29,"polka-dotted",1,"cloud","322b",1,"polka-dotted","['cloud', 'blue', 'red']",0,"322b-2","polka-dotted",0,2590,2,13,10,4,13,"1","3","1, 5, 8, 1, 4, 8, 1, 5, 7",TRUE
"468",468,468,468,700,"striped",311,0.5,6,221,5,0,"solid","texture",7.88821666666667,0,"task",311,221,"solid","task","striped",1,221,"2","striped",2,0,"male",123,"solid",1,0,123,29,"polka-dotted",1,"blue","22b1",1,"polka-dotted","['cloud', 'circle', 'square', 'blue', 'green']",0,"22b1-2","polka-dotted",0,13381,3,3,22,5,5,"7","2","3, 4, 7, 1, 5, 9, 2, 5, 7",TRUE
"469",469,469,469,703,"red",233,1,11,233,5,0,"green","color",7.88821666666667,0.5,"task",311,222,"blue","task","blue",1,311,"1","blue",3,1,"male",222,"red",0,1,233,29,"red",0,"circle","211",0,"green","['circle', 'square', 'solid', 'striped', 'polka-dotted']",0,"211-3","green",1,23802,0,26,14,3,26,"2","2","2, 6, 9, 2, 5, 8, 3, 4, 7",TRUE
"470",470,470,470,704,"red",231,1,12,231,4,1,"green","color",7.88821666666667,0.5,"task",231,213,"blue","task","blue",1,213,"3","blue",3,0,"male",333,"red",0,1,333,29,"red",0,"polka-dotted","22b2b",0,"green","['circle', 'square', 'solid', 'polka-dotted']",1,"22b2b-2","green",0,27782,1,8,27,20,8,"6","3","2, 6, 7, 3, 6, 9, 2, 4, 9",TRUE
"471",471,471,471,705,"red",121,1,13,331,4,1,"green","color",7.88821666666667,0.5,"task",121,331,"blue","task","blue",1,331,"3","blue",3,0,"male",322,"red",0,1,322,29,"red",0,"square","22b2b",0,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.95,"22b2b-2","green",0,3952,2,4,15,9,9,"3","3","1, 5, 7, 3, 5, 8, 3, 6, 7",TRUE
"472",472,472,472,706,"red",131,1,14,131,4,1,"green","color",7.88821666666667,0.5,"task",131,122,"blue","task","blue",1,333,"3","blue",3,0,"male",122,"red",0,1,333,29,"red",0,"cloud","22b1",0,"green","['cloud', 'square', 'striped', 'polka-dotted']",1,"22b1-3","green",0,26722,3,7,13,27,7,"1","3","1, 6, 7, 1, 5, 8, 3, 6, 9",TRUE
"473",473,473,473,709,"red",323,0.5,19,311,4,1,"blue","color",7.88821666666667,0,"task",311,331,"blue","task","red",0.5,331,"1","red",3,0,"male",311,"blue",0,2,323,29,"green",1,"square","321",0,"green","['square', 'solid', 'striped', 'polka-dotted']",1,"321-2","green",0,18011,0,24,3,9,3,"3","3","3, 5, 9, 3, 4, 7, 3, 6, 7",TRUE
"474",474,474,474,710,"red",333,0.5,20,311,3,1,"blue","color",7.88821666666667,0,"task",311,313,"blue","task","red",0.5,311,"1","red",3,0,"male",313,"blue",0,2,333,29,"green",1,"square","322b",0,"green","['square', 'solid', 'polka-dotted']",1,"322b-2","green",0,27921,1,27,21,3,3,"3","3","3, 6, 9, 3, 4, 9, 3, 4, 7",TRUE
"475",475,475,475,711,"red",213,0.5,21,332,5,0.0476190476190476,"blue","color",7.88821666666667,0,"task",321,332,"blue","task","red",0.5,332,"3","red",3,0,"male",321,"blue",0.952380952380952,2,213,29,"green",1,"square","211",1,"green","['circle', 'square', 'solid', 'striped', 'polka-dotted']",0.05,"211-3","green",0,11102,2,20,6,18,18,"3","3","2, 4, 9, 3, 5, 7, 3, 6, 8",TRUE
"476",476,476,476,712,"red",221,0.5,22,122,4,0,"blue","color",7.88821666666667,0,"task",221,122,"blue","task","red",0.5,322,"2","red",3,0,"male",122,"blue",1,2,322,29,"green",1,"striped","321",1,"green","['cloud', 'circle', 'square', 'striped']",0,"321-2","green",0,4341,3,5,13,15,13,"5","2","2, 5, 7, 1, 5, 8, 3, 5, 8",TRUE
