pref1,order0,simPreference0,slide_number,simulatedAnswer,numFeatures,normResponse0,simRank1,targetFeature,Answer.time_in_minutes,simPreference2,trial_type,obj1,obj2,pref0,name,guessRank0,certainty,order2,evalNum,simRank0,targetFeatureNum,normResponse2,sex,order1,guessRank2,normResponse1,blockNr,obj3,workerid,simRank2,simPreference1,utterance,uttCode,response1,pref2,featuresPresent,response0,targetUttCode,guessRank1,response2,item,trialNum 
striped,132,0,27,231,5,0.30303030303030304,,texture,11.863033333333334,0.5,task,231,132,solid,task,,,123,,,2,0.5454545454545455,female,231,,0.15151515151515152,3,123,33,,1,circle,22b1,0.25,polka-dotted,"['cloud', 'circle', 'blue', 'red', 'green']",0.5,22b1-2,,0.9,14421,0
striped,113,0,28,131,5,0.1935483870967742,,texture,11.863033333333334,0.5,task,131,212,solid,task,,,131,,,2,0.6451612903225806,female,212,,0.16129032258064516,3,113,33,,1,blue,22b1,0.25,polka-dotted,"['cloud', 'circle', 'blue', 'red', 'green']",0.3,22b1-2,,1,8671,1
striped,113,0,29,211,5,0.358974358974359,,texture,11.863033333333334,0.5,task,211,222,solid,task,,,222,,,2,0.5128205128205129,female,211,,0.12820512820512822,3,113,33,,1,blue,22b1,0.25,polka-dotted,"['cloud', 'circle', 'blue', 'red', 'green']",0.7,22b1-2,,1,8951,2
striped,112,0,30,112,5,0.4444444444444444,,texture,11.863033333333334,0.5,task,321,112,solid,task,,,321,,,2,0.4444444444444444,female,133,,0.1111111111111111,3,133,33,,1,red,211,0.25,polka-dotted,"['cloud', 'square', 'blue', 'red', 'green']",1,211-3,,1,20651,3
,,,,,,,,,11.863033333333334,,,,,,,,0.75,,,,,,,,,,,,33,,,,,,,,,,,,,
,,,,,,,polka-dotted,,11.863033333333334,,,,,,,solid,,,0,striped,,,,,striped,,,,33,solid,,,,,,,,,polka-dotted,,,
red,213,0.5,3,333,4,0,,color,3.4091666666666667,1,task,231,213,blue,task,,,231,,,3,1,male,333,,0,0,333,34,,0,square,22b2b,0,green,"['circle', 'square', 'solid', 'polka-dotted']",0,22b2b-2,,1,27782,0
red,233,0.5,4,311,4,0.4736842105263158,,color,3.4091666666666667,1,task,311,232,blue,task,,,311,,,3,0,male,232,,0.5263157894736842,0,233,34,,0,square,22a1,0.5,green,"['circle', 'square', 'solid', 'polka-dotted']",0.45,22a1-3,,0,24222,1
red,121,0.5,5,323,4,0.3870967741935484,,color,3.4091666666666667,1,task,121,112,blue,task,,,323,,,3,0.1935483870967742,male,112,,0.41935483870967744,0,323,34,,0,striped,22b1,0.65,green,"['cloud', 'square', 'solid', 'striped']",0.6,22b1-3,,0.3,18102,2
red,132,0.5,6,131,3,0.4347826086956522,,color,3.4091666666666667,1,task,131,132,blue,task,,,113,,,3,0.13043478260869565,male,131,,0.4347826086956522,0,113,34,,0,polka-dotted,321,1,green,"['cloud', 'solid', 'polka-dotted']",1,321-3,,0.3,9271,3
,,,,,,,,,3.4091666666666667,,,,,,,,0,,,,,,,,,,,,34,,,,,,,,,,,,,
,,,,,,,blue,,3.4091666666666667,,,,,,,blue,,,1,green,,,,,green,,,,34,red,,,,,,,,,red,,,
circle,131,0,11,311,4,0.5,,shape,3.4091666666666667,0.5,task,311,131,cloud,task,,,112,,,1,0.5,male,311,,0,1,112,34,,1,blue,22b2b,0,square,"['solid', 'polka-dotted', 'blue', 'red']",1,22b2b-2,,1,1010,0
circle,321,0,12,221,4,0,,shape,3.4091666666666667,0.5,task,221,321,cloud,task,,,221,,,1,0,male,332,,1,1,332,34,,1,blue,22a2b,1,square,"['striped', 'polka-dotted', 'blue', 'red']",0,22a2b-2b,,0,6940,1
circle,122,0,13,223,3,0.3333333333333333,,shape,3.4091666666666667,0.5,task,122,322,cloud,task,,,322,,,1,0.3333333333333333,male,223,,0.3333333333333333,1,223,34,,1,striped,321,1,square,"['striped', 'red', 'green']",1,321-3,,1,16430,2
circle,323,0,14,221,4,1,,shape,3.4091666666666667,0.5,task,221,122,cloud,task,,,122,,,1,0,male,221,,0,1,323,34,,1,striped,311,0,square,"['striped', 'blue', 'red', 'green']",1,311-3,,0,18410,3
,,,,,,,,,3.4091666666666667,,,,,,,,0.65,,,,,,,,,,,,34,,,,,,,,,,,,,
,,,,,,,square,,3.4091666666666667,,,,,,,cloud,,,0,circle,,,,,circle,,,,34,cloud,,,,,,,,,square,,,
striped,232,0.5,19,223,3,1,,texture,3.4091666666666667,0,task,232,213,solid,task,,,223,,,2,0,male,213,,0,2,223,34,,1,circle,321,0,polka-dotted,"['circle', 'red', 'green']",1,321-3,,0,17270,0
striped,312,0.5,20,331,4,0.5,,texture,3.4091666666666667,0,task,331,312,solid,task,,,331,,,2,0.5,male,122,,0,2,122,34,,1,blue,22b1,0,polka-dotted,"['cloud', 'square', 'blue', 'red']",1,22b1-3,,1,2831,1
striped,233,0.5,21,223,2,0.28571428571428575,,texture,3.4091666666666667,0,task,213,223,solid,task,,,223,,,2,0,male,213,,0.7142857142857143,2,233,34,,1,circle,331,1,polka-dotted,"['circle', 'green']",0.4,331-3,,0,25500,2
striped,122,0.5,22,223,4,0.6060606060606061,,texture,3.4091666666666667,0,task,122,132,solid,task,,,132,,,2,0.15151515151515152,male,223,,0.24242424242424246,2,223,34,,1,circle,22a2b,0.4,polka-dotted,"['cloud', 'circle', 'red', 'green']",1,22a2b-2b,,0.25,16571,3
,,,,,,,,,3.4091666666666667,,,,,,,,1,,,,,,,,,,,,34,,,,,,,,,,,,,
,,,,,,,solid,,3.4091666666666667,,,,,,,solid,,,2,striped,,,,,polka-dotted,,,,34,polka-dotted,,,,,,,,,striped,,,
circle,133,1,27,133,4,0.5,,shape,3.4091666666666667,0,task,213,323,cloud,task,,,213,,,1,0.5,male,323,,0,3,133,34,,0.5,green,311,0,square,"['solid', 'striped', 'polka-dotted', 'green']",1,311-3,,1,22960,0
circle,232,1,28,232,5,0.5,,shape,3.4091666666666667,0,task,111,321,cloud,task,,,111,,,1,0.5,male,321,,0,3,232,34,,0.5,polka-dotted,211,0,square,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",1,211-3,,1,5700,1
circle,232,1,29,313,4,0,,shape,3.4091666666666667,0,task,312,232,cloud,task,,,313,,,1,0.28571428571428575,male,312,,0.7142857142857143,3,313,34,,0.5,green,22a2b,1,square,"['solid', 'polka-dotted', 'red', 'green']",0,22a2b-2a,,0.4,12710,2
circle,332,1,30,222,4,0.4166666666666667,,shape,3.4091666666666667,0,task,321,222,cloud,task,,,222,,,1,0.16666666666666669,male,321,,0.4166666666666667,3,332,34,,0.5,red,22b2b,1,square,"['striped', 'polka-dotted', 'blue', 'red']",1,22b2b-2,,0.4,7630,3
,,,,,,,,,3.4091666666666667,,,,,,,,1,,,,,,,,,,,,34,,,,,,,,,,,,,
,,,,,,,circle,,3.4091666666666667,,,,,,,cloud,,,3,cloud,,,,,square,,,,34,square,,,,,,,,,circle,,,
red,132,0,3,132,4,0.2857142857142857,,color,4.153283333333333,1,task,132,332,blue,task,,,332,,,3,0.2857142857142857,female,323,,0.42857142857142855,0,323,35,,0.5,polka-dotted,22a2b,0.75,green,"['cloud', 'square', 'striped', 'polka-dotted']",0.5,22a2b-2a,,0.5,19222,0
red,332,0,4,332,4,0.2608695652173913,,color,4.153283333333333,1,task,332,133,blue,task,,,233,,,3,0.2173913043478261,female,133,,0.5217391304347826,0,233,35,,0.5,square,321,0.6,green,"['cloud', 'circle', 'square', 'polka-dotted']",0.3,321-2,,0.25,25931,1
red,111,0,5,313,3,0.1935483870967742,,color,4.153283333333333,1,task,111,311,blue,task,,,311,,,3,0.48387096774193544,female,313,,0.3225806451612903,0,313,35,,0.5,square,322b,0.5,green,"['cloud', 'square', 'solid']",0.3,322b-2,,0.75,11411,2
red,313,0,6,313,4,0.1935483870967742,,color,4.153283333333333,1,task,331,212,blue,task,,,331,,,3,0.48387096774193544,female,212,,0.3225806451612903,0,313,35,,0.5,square,22b1,0.5,green,"['circle', 'square', 'solid', 'polka-dotted']",0.3,22b1-3,,0.75,11932,3
,,,,,,,,,4.153283333333333,,,,,,,,0.5,,,,,,,,,,,,35,,,,,,,,,,,,,
,,,,,,,red,,4.153283333333333,,,,,,,green,,,3,green,,,,,blue,,,,35,blue,,,,,,,,,red,,,
red,322,1,11,321,2,0.3333333333333333,,color,4.153283333333333,0,task,321,322,blue,task,,,323,,,3,0.3333333333333333,female,321,,0.3333333333333333,1,323,35,,0.5,square,331,0.5,green,"['square', 'striped']",0.5,331-3,,0.5,18670,0
red,332,1,12,332,3,0.30303030303030304,,color,4.153283333333333,0,task,131,332,blue,task,,,131,,,3,0.30303030303030304,female,333,,0.393939393939394,1,333,35,,0.5,square,321,0.65,green,"['cloud', 'square', 'polka-dotted']",0.5,321-3,,0.5,27421,1
red,232,1,13,131,4,0.34285714285714286,,color,4.153283333333333,0,task,131,232,blue,task,,,223,,,3,0.2857142857142857,female,131,,0.37142857142857144,1,223,35,,0.5,polka-dotted,22b1,0.65,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.6,22b1-3,,0.5,16662,2
red,233,1,14,321,5,0.3611111111111111,,color,4.153283333333333,0,task,321,123,blue,task,,,321,,,3,0.2777777777777778,female,123,,0.3611111111111111,1,233,35,,0.5,striped,22b1,0.65,green,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",0.65,22b1-2,,0.5,25152,3
,,,,,,,,,4.153283333333333,,,,,,,,0.5,,,,,,,,,,,,35,,,,,,,,,,,,,
,,,,,,,red,,4.153283333333333,,,,,,,blue,,,3,blue,,,,,green,,,,35,green,,,,,,,,,red,,,
striped,112,0,19,121,4,0.30303030303030304,,texture,4.153283333333333,0.5,task,121,112,solid,task,,,121,,,2,0.30303030303030304,female,113,,0.393939393939394,2,113,35,,1,cloud,321,0.65,polka-dotted,"['cloud', 'blue', 'red', 'green']",0.5,321-2,,0.5,8550,0
striped,233,0,20,123,5,0.29411764705882354,,texture,4.153283333333333,0.5,task,321,123,solid,task,,,321,,,2,0.29411764705882354,female,123,,0.4117647058823529,2,233,35,,1,green,22b1,0.7,polka-dotted,"['cloud', 'circle', 'square', 'blue', 'green']",0.5,22b1-2,,0.5,25151,1
striped,312,0,21,332,3,0.2777777777777778,,texture,4.153283333333333,0.5,task,331,312,solid,task,,,331,,,2,0.33333333333333337,female,332,,0.3888888888888889,2,332,35,,1,red,322b,0.7,polka-dotted,"['square', 'blue', 'red']",0.5,322b-2,,0.6,7430,2
striped,223,0,22,223,4,0.27027027027027023,,texture,4.153283333333333,0.5,task,311,231,solid,task,,,311,,,2,0.3243243243243243,female,231,,0.4054054054054054,2,223,35,,1,circle,22b1,0.75,polka-dotted,"['circle', 'square', 'blue', 'green']",0.5,22b1-3,,0.6,15631,3
,,,,,,,,,4.153283333333333,,,,,,,,0.5,,,,,,,,,,,,35,,,,,,,,,,,,,
,,,,,,,polka-dotted,,4.153283333333333,,,,,,,striped,,,3,striped,,,,,solid,,,,35,solid,,,,,,,,,polka-dotted,,,
circle,233,1,27,131,3,0.393939393939394,,shape,4.153283333333333,0,task,131,331,cloud,task,,,131,,,1,0.30303030303030304,female,331,,0.30303030303030304,3,233,35,,0.5,blue,321,0.5,square,"['polka-dotted', 'blue', 'green']",0.65,321-3,,0.5,23340,0
circle,231,1,28,131,4,0.393939393939394,,shape,4.153283333333333,0,task,131,231,cloud,task,,,131,,,1,0.30303030303030304,female,223,,0.30303030303030304,3,223,35,,0.5,polka-dotted,22a2b,0.5,square,"['striped', 'polka-dotted', 'blue', 'green']",0.65,22a2b-2b,,0.5,15670,1
circle,123,1,29,132,5,0.42857142857142855,,shape,4.153283333333333,0,task,231,132,cloud,task,,,132,,,1,0.2857142857142857,female,231,,0.2857142857142857,3,123,35,,0.5,polka-dotted,22b1,0.5,square,"['striped', 'polka-dotted', 'blue', 'red', 'green']",0.75,22b1-2,,0.5,14420,2
circle,231,1,30,131,2,0.5,,shape,4.153283333333333,0,task,131,231,cloud,task,,,331,,,1,0.25,female,131,,0.25,3,331,35,,0.5,blue,331,0.5,square,"['polka-dotted', 'blue']",1,331-3,,0.5,830,3
,,,,,,,,,4.153283333333333,,,,,,,,0.65,,,,,,,,,,,,35,,,,,,,,,,,,,
,,,,,,,circle,,4.153283333333333,,,,,,,cloud,,,2,cloud,,,,,circle,,,,35,square,,,,,,,,,square,,,
red,222,0.5,3,222,5,0.047619047619047616,,color,7.26325,0,task,311,222,blue,task,,,311,,,3,0,female,233,,0.9523809523809523,0,233,36,,1,circle,211,1,green,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",0.05,211-3,,0,23802,0
red,231,0.5,4,222,4,0.047619047619047616,,color,7.26325,0,task,211,231,blue,task,,,211,,,3,0,female,222,,0.9523809523809523,0,222,36,,1,striped,321,1,green,"['circle', 'solid', 'striped', 'polka-dotted']",0.05,321-2,,0,3081,1
red,233,0.5,5,312,4,0,,color,7.26325,0,task,311,312,blue,task,,,312,,,3,0,female,311,,1,0,233,36,,1,solid,22a1,1,green,"['circle', 'square', 'solid', 'polka-dotted']",0,22a1-3,,0,23572,2
red,331,0.5,6,212,4,0,,color,7.26325,0,task,211,331,blue,task,,,211,,,3,0,female,212,,1,0,212,36,,1,circle,22a2b,1,green,"['circle', 'square', 'solid', 'polka-dotted']",0,22a2b-2b,,0,1492,3
,,,,,,,,,7.26325,,,,,,,,1,,,,,,,,,,,,36,,,,,,,,,,,,,
,,,,,,,blue,,7.26325,,,,,,,red,,,2,red,,,,,blue,,,,36,green,,,,,,,,,green,,,
circle,222,0,11,222,5,0,,shape,7.26325,0.5,task,211,222,cloud,task,,,323,,,1,0,female,211,,1,1,323,36,,1,striped,22b1,0.9,square,"['solid', 'striped', 'blue', 'red', 'green']",0,22b1-2,,0,18500,0
circle,331,0,12,212,4,0,,shape,7.26325,0.5,task,331,212,cloud,task,,,332,,,1,0,female,212,,1,1,332,36,,1,red,22a2b,1,square,"['solid', 'polka-dotted', 'blue', 'red']",0,22a2b-2a,,0,7330,1
circle,331,0,13,232,4,0,,shape,7.26325,0.5,task,331,232,cloud,task,,,232,,,1,0,female,133,,1,1,133,36,,1,red,311,1,square,"['polka-dotted', 'blue', 'red', 'green']",0,311-3,,0,21520,2
circle,323,0,14,112,4,0.4,,shape,7.26325,0.5,task,112,123,cloud,task,,,123,,,1,0,female,112,,0.6,1,323,36,,1,red,22a2b,0.6,square,"['solid', 'striped', 'red', 'green']",0.4,22a2b-2b,,0,19900,3
,,,,,,,,,7.26325,,,,,,,,1,,,,,,,,,,,,36,,,,,,,,,,,,,
,,,,,,,square,,7.26325,,,,,,,circle,,,2,circle,,,,,square,,,,36,cloud,,,,,,,,,cloud,,,
circle,111,1,19,111,3,0.5185185185185185,,shape,7.26325,0.5,task,111,311,cloud,task,,,311,,,1,0.11111111111111112,female,313,,0.3703703703703704,2,313,36,,0,blue,322b,0.5,square,"['solid', 'blue', 'green']",0.7,322b-2,,0.15,11410,0
circle,313,1,20,113,4,1,,shape,7.26325,0.5,task,322,113,cloud,task,,,322,,,1,0,female,113,,0,2,313,36,,0,green,22a2b,0,square,"['solid', 'striped', 'red', 'green']",1,22a2b-2b,,0,13070,1
circle,122,1,21,112,4,1,,shape,7.26325,0.5,task,112,122,cloud,task,,,112,,,1,0,female,232,,0,2,232,36,,0,solid,321,0,square,"['solid', 'striped', 'polka-dotted', 'red']",1,321-2,,0,6350,2
circle,123,1,22,123,5,1,,shape,7.26325,0.5,task,332,213,cloud,task,,,332,,,1,0,female,213,,0,2,123,36,,0,striped,211,0,square,"['solid', 'striped', 'polka-dotted', 'red', 'green']",1,211-3,,0,15180,3
,,,,,,,,,7.26325,,,,,,,,0.95,,,,,,,,,,,,36,,,,,,,,,,,,,
,,,,,,,square,,7.26325,,,,,,,cloud,,,3,cloud,,,,,circle,,,,36,circle,,,,,,,,,square,,,
circle,312,0,27,312,4,0,,shape,7.26325,1,task,312,122,cloud,task,,,232,,,1,1,female,122,,0,3,232,36,,0.5,red,311,0,square,"['solid', 'striped', 'polka-dotted', 'red']",0,311-3,,0.95,6370,0
circle,111,0,28,311,3,0,,shape,7.26325,1,task,111,311,cloud,task,,,311,,,1,1,female,213,,0,3,213,36,,0.5,blue,321,0,square,"['solid', 'blue', 'green']",0,321-3,,0.95,9700,1
circle,111,0,29,311,2,0,,shape,7.26325,1,task,111,211,cloud,task,,,211,,,1,1,female,311,,0,3,311,36,,0.5,solid,331,0,square,"['solid', 'blue']",0,331-3,,0.95,0,2
circle,221,0,30,221,5,0.18918918918918917,,shape,7.26325,1,task,221,132,cloud,task,,,132,,,1,0.27027027027027023,female,323,,0.5405405405405405,3,323,36,,0.5,blue,211,1,square,"['striped', 'polka-dotted', 'blue', 'red', 'green']",0.35,211-3,,0.5,18800,3
,,,,,,,,,7.26325,,,,,,,,0.85,,,,,,,,,,,,36,,,,,,,,,,,,,
,,,,,,,circle,,7.26325,,,,,,,circle,,,2,square,,,,,cloud,,,,36,cloud,,,,,,,,,square,,,
red,212,0.5,3,212,4,0.3243243243243243,,color,8.890316666666667,1,task,111,311,blue,task,,,111,,,3,0.27027027027027023,male,311,,0.4054054054054054,0,212,37,,0,circle,321,0.75,green,"['cloud', 'circle', 'square', 'solid']",0.6,321-2,,0.5,1211,0
red,233,0.5,4,123,4,0.23529411764705882,,color,8.890316666666667,1,task,222,123,blue,task,,,222,,,3,0.47058823529411764,male,123,,0.2941176470588235,0,233,37,,0,striped,22b2b,0.5,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.4,22b2b-2,,0.8,25232,1
red,133,0.5,5,133,4,0.16129032258064516,,color,8.890316666666667,1,task,121,112,blue,task,,,121,,,3,0.5161290322580645,male,112,,0.3225806451612903,0,133,37,,0,cloud,311,0.5,green,"['cloud', 'solid', 'striped', 'polka-dotted']",0.25,311-3,,0.8,20631,2
red,221,0.5,6,323,4,0.10344827586206895,,color,8.890316666666667,1,task,221,122,blue,task,,,323,,,3,0.5517241379310345,male,122,,0.3448275862068965,0,323,37,,0,striped,311,0.5,green,"['cloud', 'circle', 'square', 'striped']",0.15,311-3,,0.8,18411,3
,,,,,,,,,8.890316666666667,,,,,,,,0.85,,,,,,,,,,,,37,,,,,,,,,,,,,
,,,,,,,blue,,8.890316666666667,,,,,,,green,,,2,green,,,,,blue,,,,37,red,,,,,,,,,red,,,
circle,321,0.5,11,223,3,0.4411764705882353,,shape,8.890316666666667,0,task,321,123,cloud,task,,,223,,,1,0.11764705882352942,male,123,,0.4411764705882353,1,223,37,,1,green,321,0.75,square,"['striped', 'blue', 'green']",0.75,321-3,,0.2,17550,0
circle,212,0.5,12,212,2,0.48387096774193544,,shape,8.890316666666667,0,task,112,212,cloud,task,,,312,,,1,0.03225806451612903,male,112,,0.48387096774193544,1,312,37,,1,red,331,0.75,square,"['solid', 'red']",0.75,331-3,,0.05,2190,1
circle,233,0.5,13,233,4,0.5,,shape,8.890316666666667,0,task,331,132,cloud,task,,,331,,,1,0,male,132,,0.5,1,233,37,,1,polka-dotted,311,0.8,square,"['polka-dotted', 'blue', 'red', 'green']",0.8,311-3,,0,24130,2
circle,133,0.5,14,133,5,0.4444444444444445,,shape,8.890316666666667,0,task,221,332,cloud,task,,,332,,,1,0,male,221,,0.5555555555555556,1,133,37,,1,polka-dotted,211,1,square,"['striped', 'polka-dotted', 'blue', 'red', 'green']",0.8,211-3,,0,21640,3
,,,,,,,,,8.890316666666667,,,,,,,,0.9,,,,,,,,,,,,37,,,,,,,,,,,,,
,,,,,,,cloud,,8.890316666666667,,,,,,,circle,,,3,circle,,,,,square,,,,37,square,,,,,,,,,cloud,,,
red,312,0,19,312,5,0.2631578947368421,,color,8.890316666666667,0.5,task,312,213,blue,task,,,123,,,3,0.3684210526315789,male,213,,0.3684210526315789,2,123,37,,1,solid,22b1,0.7,green,"['cloud', 'circle', 'square', 'solid', 'striped']",0.5,22b1-2,,0.7,15122,0
red,121,0,20,233,4,0.3478260869565218,,color,8.890316666666667,0.5,task,121,231,blue,task,,,233,,,3,0.3478260869565218,male,231,,0.30434782608695654,2,233,37,,1,polka-dotted,22a2b,0.7,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.8,22a2b-2b,,0.8,23242,1
red,332,0,21,332,4,0.4444444444444445,,color,8.890316666666667,0.5,task,111,332,blue,task,,,133,,,3,0.11111111111111112,male,111,,0.4444444444444445,2,133,37,,1,polka-dotted,22b1,0.8,green,"['cloud', 'square', 'solid', 'polka-dotted']",0.8,22b1-3,,0.2,21602,2
red,232,0,22,132,4,0.47058823529411764,,color,8.890316666666667,0.5,task,121,132,blue,task,,,121,,,3,0.058823529411764705,male,132,,0.47058823529411764,2,232,37,,1,cloud,22a2b,0.8,green,"['cloud', 'circle', 'striped', 'polka-dotted']",0.8,22a2b-2a,,0.1,6682,3
,,,,,,,,,8.890316666666667,,,,,,,,0.65,,,,,,,,,,,,37,,,,,,,,,,,,,
,,,,,,,green,,8.890316666666667,,,,,,,blue,,,1,red,,,,,green,,,,37,blue,,,,,,,,,red,,,
striped,132,0,27,132,4,0.2631578947368421,,texture,8.890316666666667,1,task,121,322,solid,task,,,121,,,2,0.39473684210526316,male,322,,0.34210526315789475,3,132,37,,0.5,cloud,22b2b,0.65,polka-dotted,"['cloud', 'square', 'blue', 'red']",0.5,22b2b-2,,0.75,5491,0
striped,312,0,28,232,4,0.2631578947368421,,texture,8.890316666666667,1,task,312,122,solid,task,,,122,,,2,0.39473684210526316,male,232,,0.34210526315789475,3,232,37,,0.5,red,311,0.65,polka-dotted,"['cloud', 'circle', 'square', 'red']",0.5,311-3,,0.75,6371,1
striped,232,0,29,232,4,0.21951219512195125,,texture,8.890316666666667,1,task,321,222,solid,task,,,321,,,2,0.39024390243902446,male,222,,0.39024390243902446,3,232,37,,0.5,circle,22a2b,0.8,polka-dotted,"['circle', 'square', 'blue', 'red']",0.45,22a2b-2b,,0.8,6431,2
striped,212,0,30,232,3,0.11111111111111112,,texture,8.890316666666667,1,task,212,322,solid,task,,,322,,,2,0.4444444444444445,male,232,,0.4444444444444445,3,232,37,,0.5,red,321,0.8,polka-dotted,"['circle', 'square', 'red']",0.2,321-3,,0.8,6611,3
,,,,,,,,,8.890316666666667,,,,,,,,0.7,,,,,,,,,,,,37,,,,,,,,,,,,,
,,,,,,,striped,,8.890316666666667,,,,,,,striped,,,2,polka-dotted,,,,,solid,,,,37,solid,,,,,,,,,polka-dotted,,,
circle,121,0.5,3,333,5,0,,shape,2.63145,0,task,211,121,cloud,task,,,333,,,1,1,male,211,,0,0,333,38,,1,green,211,0,square,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",0,211-3,,1,26040,0
circle,232,0.5,4,322,3,0,,shape,2.63145,0,task,322,132,cloud,task,,,322,,,1,1,male,132,,0,0,232,38,,1,striped,321,0,square,"['striped', 'polka-dotted', 'red']",0,321-3,,1,6790,1
circle,131,0.5,5,323,4,0,,shape,2.63145,0,task,121,131,cloud,task,,,121,,,1,1,male,323,,0,0,323,38,,1,green,22a2b,0,square,"['striped', 'polka-dotted', 'blue', 'green']",0,22a2b-2a,,1,17890,2
circle,322,0.5,6,311,5,0,,shape,2.63145,0,task,311,322,cloud,task,,,132,,,1,1,male,311,,0,0,132,38,,1,solid,22b1,0,square,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",0,22b1-2,,1,5480,3
,,,,,,,,,2.63145,,,,,,,,1,,,,,,,,,,,,38,,,,,,,,,,,,,
,,,,,,,cloud,,2.63145,,,,,,,square,,,1,circle,,,,,cloud,,,,38,square,,,,,,,,,circle,,,
circle,313,1,11,313,4,0,,shape,2.63145,0,task,111,212,cloud,task,,,212,,,1,1,male,111,,0,1,313,38,,0.5,green,311,0,square,"['solid', 'blue', 'red', 'green']",0,311-3,,1,11850,0
circle,131,1,12,321,4,0,,shape,2.63145,0,task,211,321,cloud,task,,,321,,,1,1,male,211,,0,1,131,38,,0.5,striped,311,0,square,"['solid', 'striped', 'polka-dotted', 'blue']",0,311-3,,1,310,1
circle,121,1,13,121,4,0.25925925925925924,,shape,2.63145,0,task,121,122,cloud,task,,,223,,,1,0.7407407407407407,male,122,,0,1,223,38,,0.5,blue,321,0,square,"['striped', 'blue', 'red', 'green']",0.35,321-2,,1,16090,2
circle,213,1,14,232,5,0.2,,shape,2.63145,0,task,331,232,cloud,task,,,331,,,1,0.8,male,232,,0,1,213,38,,0.5,polka-dotted,22b1,0,square,"['solid', 'polka-dotted', 'blue', 'red', 'green']",0.25,22b1-2,,1,10970,3
,,,,,,,,,2.63145,,,,,,,,1,,,,,,,,,,,,38,,,,,,,,,,,,,
,,,,,,,circle,,2.63145,,,,,,,square,,,1,cloud,,,,,circle,,,,38,square,,,,,,,,,cloud,,,
striped,131,0,19,121,2,0,,texture,2.63145,0.5,task,111,121,solid,task,,,111,,,2,0,male,121,,1,2,131,38,,1,cloud,331,1,polka-dotted,"['cloud', 'blue']",0,331-3,,0,230,0
striped,223,0,20,223,4,0,,texture,2.63145,0.5,task,211,232,solid,task,,,232,,,2,0,male,211,,1,2,223,38,,1,green,311,1,polka-dotted,"['circle', 'blue', 'red', 'green']",0,311-3,,0,16610,1
striped,122,0,21,122,3,0,,texture,2.63145,0.5,task,212,122,solid,task,,,222,,,2,0,male,212,,1,2,222,38,,1,red,322b,1,polka-dotted,"['cloud', 'circle', 'red']",0,322b-2,,0,3621,2
striped,333,0,22,323,4,0,,texture,2.63145,0.5,task,111,323,solid,task,,,111,,,2,0,male,323,,1,2,333,38,,1,green,22a1,1,polka-dotted,"['cloud', 'square', 'blue', 'green']",0,22a1-3,,0,28531,3
,,,,,,,,,2.63145,,,,,,,,1,,,,,,,,,,,,38,,,,,,,,,,,,,
,,,,,,,polka-dotted,,2.63145,,,,,,,striped,,,3,striped,,,,,solid,,,,38,solid,,,,,,,,,polka-dotted,,,
red,312,0.5,27,211,4,0.5652173913043479,,color,2.63145,1,task,211,331,blue,task,,,331,,,3,0.4347826086956522,male,211,,0,3,312,38,,0,circle,22b2b,0,green,"['circle', 'square', 'solid', 'polka-dotted']",0.65,22b2b-2,,0.5,1942,0
